funded_amnt,term,int_rate,sub_grade,addr_state,verification_status,annual_inc,emp_length,delinq_2yrs,inq_last_6mths,revol_util,acc_now_delinq,open_il_6m,open_il_12m,open_il_24m,total_bal_il,all_util,inq_fi,inq_last_12m,delinq_amnt,num_il_tl,total_il_high_credit_limit,Class
28000,term_60,9.16,B2,PA,Source_Verified,100000,emp_lt_1,0,0,61,0,0,0,0,0,61,2,7,0,4,0,good
5000,term_36,11.99,C1,NC,Source_Verified,65000,emp_lt_1,3,0,36.5,0,0,0,0,0,37,0,2,0,2,0,good
18000,term_60,12.99,C2,NY,Verified,102000,emp_9,0,0,87.5,0,2,1,2,61388,82,2,1,0,6,74598,good
14400,term_36,5.32,A1,GA,Not_Verified,71000,emp_6,0,0,7.9,0,1,0,1,5517,15,0,2,0,6,8000,good
17000,term_60,22.45,E5,MI,Not_Verified,58000,emp_4,0,0,79.2,0,4,2,2,31488,85,0,2,0,15,35843,good
15000,term_60,9.16,B2,NY,Not_Verified,52860,emp_7,0,1,29.9,0,3,2,3,31780,51,1,3,0,7,44768,good
7000,term_36,10.78,B4,CA,Source_Verified,240000,emp_2,1,0,78.9,0,7,0,0,23962,90,1,2,0,16,23379,good
32000,term_36,7.89,A5,CA,Verified,170000,emp_lt_1,1,0,93.6,0,4,0,0,87982,75,0,0,0,6,115130,good
6000,term_36,8.39,B1,CA,Verified,89800,emp_1,0,0,17.3,0,3,0,1,12621,45,1,0,0,3,20166,good
24000,term_60,14.46,C4,CA,Not_Verified,68000,emp_7,0,0,59,0,2,2,2,21874,69,0,0,0,4,27183,good
24000,term_36,15.31,C5,CT,Source_Verified,76500,emp_1,0,1,81.2,0,2,1,2,20645,81,1,3,0,5,25809,good
11325,term_60,16.29,D1,MN,Source_Verified,27000,emp_lt_1,0,0,46.4,0,2,1,3,14183,71,0,1,0,16,15025,good
32000,term_36,13.99,C4,NJ,Verified,108000,emp_ge_10,1,0,94.4,0,0,0,0,0,94,0,0,0,1,0,good
8400,term_36,5.32,A1,WI,Not_Verified,70000,emp_8,0,0,15.9,0,5,2,2,39594,49,1,1,0,18,49019,good
4800,term_36,15.31,C5,NY,Source_Verified,33120,emp_5,0,0,47.8,0,2,0,0,6544,48,1,3,0,2,13834,good
15000,term_36,6.97,A3,WA,Source_Verified,90000,emp_2,0,1,58,0,2,1,1,37480,76,2,1,0,5,40797,good
15000,term_60,9.75,B3,ID,Not_Verified,125000,emp_ge_10,2,0,33.5,0,5,0,2,69498,41,1,3,0,14,97773,good
35000,term_60,19.53,D5,MD,Source_Verified,130000,emp_3,1,0,68.9,0,4,0,0,59373,67,0,2,0,19,92911,good
8000,term_36,11.99,C1,TN,Verified,123500,emp_8,0,1,85,0,4,2,4,47161,72,2,2,0,12,73885,good
35000,term_60,15.77,D1,CA,Verified,107351,emp_unk,0,0,0,0,0,0,0,0,0,2,4,0,0,0,good
24000,term_60,14.46,C4,PA,Not_Verified,70000,emp_ge_10,0,0,50.6,0,1,0,1,23370,62,0,1,0,8,26632,good
16000,term_60,15.31,C5,NY,Not_Verified,90000,emp_lt_1,1,1,31.5,0,1,1,1,44277,34,2,5,0,8,62209,good
10000,term_36,7.89,A5,FL,Source_Verified,32000,emp_ge_10,0,0,82.4,0,1,0,1,27176,80,0,0,0,6,34247,good
28000,term_60,10.75,B4,UT,Not_Verified,125000,emp_lt_1,0,0,86.9,0,1,0,2,16851,82,0,0,0,7,24218,good
5000,term_36,9.16,B2,PA,Source_Verified,60000,emp_1,1,3,42.7,0,1,0,0,7619,47,1,4,0,11,14792,good
10875,term_36,11.99,C1,OH,Source_Verified,58824,emp_unk,2,1,19.7,0,1,0,0,5592,29,0,1,0,13,17192,good
6000,term_36,12.99,C2,CA,Verified,33000,emp_unk,0,2,34.3,0,1,0,1,6251,39,0,3,0,3,10000,good
7000,term_36,14.46,C4,FL,Verified,23000,emp_unk,0,0,65.3,0,1,1,2,33776,65,1,0,0,7,36180,good
5600,term_36,6.99,A3,MA,Not_Verified,115000,emp_3,0,0,63.6,0,14,2,4,91928,92,2,7,0,28,96963,good
10000,term_36,5.32,A1,ME,Source_Verified,90000,emp_1,0,0,22.3,0,1,0,0,5774,26,0,1,0,3,15675,good
4825,term_36,14.46,C4,FL,Not_Verified,40000,emp_ge_10,1,0,76.2,0,0,0,0,0,76,0,0,0,2,0,good
36000,term_36,6.49,A2,TX,Source_Verified,205000,emp_8,0,1,45.6,0,4,0,0,158465,64,2,1,0,21,200821,good
14000,term_60,6.49,A2,IL,Source_Verified,92000,emp_ge_10,0,1,28.6,0,1,1,4,11934,57,2,4,0,7,12579,good
20000,term_36,11.99,C1,NJ,Source_Verified,89000,emp_8,0,0,84.3,0,2,0,0,38711,72,0,3,0,6,61840,good
10475,term_36,16.59,D2,MS,Not_Verified,60000,emp_lt_1,0,2,9.9,0,1,2,2,5418,28,1,3,0,4,6652,bad
10000,term_36,8.39,B1,MD,Not_Verified,97000,emp_ge_10,1,2,58.7,0,11,1,2,53167,86,0,2,0,25,58691,good
18000,term_36,10.78,B4,FL,Not_Verified,85000,emp_ge_10,0,0,19.7,0,4,2,4,84990,73,4,3,0,6,96401,good
10000,term_36,7.91,A5,CA,Verified,27775,emp_unk,0,0,48.5,0,0,0,0,0,49,0,0,0,3,0,good
24800,term_36,10.75,B4,IN,Verified,89450,emp_2,0,0,86.6,0,2,0,2,10367,78,5,4,0,7,15821,good
16000,term_36,8.39,B1,OH,Source_Verified,450000,emp_3,2,0,0,0,2,0,1,362028,34,0,1,0,44,369340,good
35000,term_36,19.53,D5,OK,Verified,120000,emp_9,0,0,69.6,0,5,3,4,113084,71,0,3,0,21,136920,good
12000,term_36,7.39,A4,TX,Not_Verified,61000,emp_ge_10,1,0,8.2,1,2,1,2,18718,16,1,3,202,5,33554,good
19200,term_60,9.16,B2,FL,Not_Verified,60375,emp_5,0,0,40.8,0,4,1,3,56095,62,0,1,0,14,77463,good
12000,term_60,18.49,D5,MS,Verified,71986,emp_ge_10,0,0,77.2,0,3,0,2,56568,79,1,3,0,6,81605,good
14550,term_36,18.99,D4,AZ,Source_Verified,68000,emp_2,0,0,83.4,0,3,2,3,65915,69,2,4,0,11,84946,good
35000,term_60,21.18,E3,MD,Verified,74400,emp_5,0,0,8,0,1,2,2,10528,30,0,2,0,5,12633,good
21000,term_60,9.75,B3,NY,Verified,250000,emp_9,0,0,56,0,3,1,1,32834,56,0,1,0,5,67497,good
6500,term_36,10.75,B4,CA,Source_Verified,79992,emp_2,0,0,54,0,1,1,1,25556,76,0,2,0,2,26406,good
24000,term_60,12.88,C2,AL,Verified,58000,emp_ge_10,0,0,87,0,1,0,1,11713,87,0,0,0,10,16903,good
20000,term_36,11.47,B5,AR,Verified,80000,emp_ge_10,1,0,57.7,0,0,0,0,0,58,1,3,0,2,0,good
12000,term_60,14.46,C4,IN,Verified,45000,emp_5,0,0,37.5,0,1,1,3,41536,38,4,7,0,8,43733,good
1700,term_36,5.32,A1,OH,Not_Verified,55000,emp_2,0,0,9,0,14,0,0,64428,58,0,0,0,25,81158,good
7200,term_36,14.46,C4,NM,Source_Verified,42000,emp_ge_10,1,1,68.3,0,1,0,0,10743,68,1,3,0,4,35698,good
3200,term_36,16.29,D1,TX,Source_Verified,36000,emp_1,0,1,48.4,0,4,0,0,41554,73,0,2,0,6,51261,good
4800,term_36,14.46,C4,TX,Verified,98000,emp_2,0,1,67.3,0,3,8,13,7343,72,11,6,0,15,9470,good
15000,term_60,15.31,C5,MD,Not_Verified,92145,emp_lt_1,0,1,97.7,0,1,0,0,2184,93,1,4,0,3,4155,good
28000,term_36,7.39,A4,NV,Verified,97000,emp_ge_10,0,0,26,0,5,1,2,82342,26,0,3,0,18,126714,good
16000,term_60,11.47,B5,TX,Source_Verified,92000,emp_lt_1,2,0,60,0,1,1,1,34785,41,1,4,0,8,57285,good
20000,term_60,8.39,B1,CO,Source_Verified,80000,emp_1,0,0,48.6,0,2,0,1,28229,51,0,1,0,11,53891,good
6000,term_36,11.99,C1,AR,Verified,38604.96,emp_2,0,1,57.4,0,3,1,5,72999,76,5,2,0,26,92120,good
20000,term_36,9.75,B3,FL,Not_Verified,50000,emp_ge_10,0,0,36.1,0,2,0,1,22423,51,0,1,0,4,35863,good
35000,term_60,10.78,B4,CA,Source_Verified,85000,emp_ge_10,0,0,61.9,0,0,0,0,0,62,0,0,0,3,0,good
12600,term_36,12.99,C2,FL,Not_Verified,40000,emp_3,0,1,85,0,1,1,1,37672,85,0,2,0,4,39859,good
20000,term_36,9.16,B2,TN,Source_Verified,88000,emp_5,0,0,98.5,0,1,0,2,5154,85,0,0,0,3,8980,good
14400,term_36,11.99,C1,ME,Verified,99000,emp_ge_10,0,2,45.2,0,4,2,4,41921,74,3,4,0,20,39598,good
8000,term_36,11.99,C1,CA,Source_Verified,60000,emp_1,0,1,53.8,0,1,1,2,18379,66,2,3,0,5,24901,good
16800,term_36,6.97,A3,IL,Source_Verified,85000,emp_1,2,0,51.5,0,4,0,3,35328,52,3,1,0,10,66503,good
10000,term_36,13.44,C3,NY,Verified,43618,emp_5,0,0,73,0,9,1,1,32143,78,1,0,0,17,40496,good
15000,term_36,19.89,E3,IL,Verified,70000,emp_ge_10,0,1,60.2,0,6,1,1,103420,79,0,1,0,10,121464,good
23000,term_36,9.75,B3,TX,Source_Verified,100000,emp_7,0,0,76.3,0,0,0,0,0,76,1,0,0,0,0,good
34000,term_60,22.45,E5,PA,Verified,109000,emp_ge_10,0,1,46.1,0,5,0,2,41072,64,0,1,0,16,47500,good
18000,term_36,11.99,C1,MA,Not_Verified,90000,emp_8,2,1,42.6,0,3,0,3,43367,62,6,7,0,15,55447,good
35000,term_60,9.8,B3,PA,Source_Verified,215000,emp_ge_10,0,0,46.6,0,3,1,3,119486,46,2,5,0,15,130343,good
25000,term_60,18.99,D4,NV,Verified,56000,emp_5,0,0,101.2,0,3,1,3,44624,84,0,1,0,7,59117,good
18500,term_36,6.49,A2,WI,Not_Verified,140000,emp_ge_10,0,0,72,0,6,1,3,96685,72,0,0,0,20,126468,good
15000,term_60,13.44,C3,CA,Not_Verified,60000,emp_ge_10,0,0,38.2,0,0,1,3,3024,39,0,2,0,11,6376,good
17000,term_60,14.85,C5,NY,Not_Verified,44000,emp_unk,0,1,27.6,0,1,1,2,10096,49,1,5,0,5,11590,good
14000,term_36,13.99,C4,CT,Verified,84000,emp_2,1,0,69.3,0,3,2,4,48952,79,3,0,0,10,60200,bad
26000,term_36,11.48,B5,MA,Source_Verified,102000,emp_ge_10,0,0,85.3,0,0,0,0,0,85,0,0,0,1,0,good
9575,term_36,12.99,C2,MI,Not_Verified,51656,emp_2,0,0,12.5,0,2,0,1,19197,29,0,0,0,5,35961,good
11200,term_36,5.32,A1,MN,Not_Verified,92400,emp_ge_10,0,0,50.1,0,4,0,2,13094,48,1,1,0,9,31592,good
20000,term_60,9.8,B3,OH,Source_Verified,75000,emp_ge_10,0,0,88.8,0,1,0,0,64862,89,0,0,0,5,65825,good
20000,term_36,6.99,A3,MN,Not_Verified,82000,emp_9,0,0,43.4,0,2,1,1,13548,47,0,2,0,6,23215,good
12000,term_36,9.75,B3,FL,Source_Verified,240000,emp_6,0,0,89.1,0,5,0,0,27391,60,0,0,0,8,51148,good
5000,term_36,9.8,B3,CA,Source_Verified,36000,emp_3,0,0,34.1,0,1,0,1,14540,71,0,0,0,4,16701,good
7500,term_36,7.91,A5,KS,Verified,50000,emp_2,2,0,44.9,0,6,1,1,23142,47,1,3,0,8,48064,good
23675,term_60,17.27,D2,TX,Source_Verified,168000,emp_ge_10,2,1,58,0,3,2,2,81793,58,0,3,0,10,102935,good
10000,term_36,12.99,C2,CT,Source_Verified,30000,emp_3,0,1,70.6,0,1,0,1,5562,64,2,3,0,1,11124,good
18000,term_60,15.31,C5,NE,Verified,56000,emp_3,0,1,52.8,0,4,2,3,86160,74,1,3,0,11,96481,good
10000,term_36,12.88,C2,TX,Verified,50000,emp_ge_10,1,0,47.2,0,1,1,1,22215,59,1,1,0,1,24014,good
17000,term_36,8.39,B1,CA,Source_Verified,91000,emp_ge_10,0,0,59.4,0,2,0,0,32302,62,0,0,0,6,50763,good
12800,term_36,14.46,C4,TX,Source_Verified,50000,emp_1,0,4,79.1,0,2,2,2,6336,84,2,10,0,4,6250,good
12000,term_36,6.49,A2,CA,Not_Verified,32000,emp_4,1,1,15.8,0,1,1,2,1664,20,1,1,0,5,1780,good
16000,term_36,11.99,C1,WA,Not_Verified,53000,emp_ge_10,0,2,59,0,0,0,0,0,59,0,4,0,0,0,good
5000,term_36,10.75,B4,OH,Verified,14860,emp_unk,0,1,44.7,0,1,0,0,1443,36,0,1,0,2,5935,good
16000,term_60,8.39,B1,MS,Not_Verified,78000,emp_ge_10,0,0,34.4,0,2,0,1,34837,59,0,0,0,5,48471,good
12000,term_36,7.89,A5,TN,Not_Verified,72000,emp_ge_10,0,0,59.8,0,1,0,0,1188,56,0,0,0,6,4922,good
12000,term_60,13.44,C3,IL,Not_Verified,52000,emp_4,0,0,29.9,0,4,3,5,53466,77,4,5,0,19,60281,good
5000,term_36,16.59,D2,FL,Verified,18912,emp_unk,0,2,66.9,0,1,2,2,2077,69,1,3,0,2,2583,good
10000,term_60,7.89,A5,NY,Verified,100000,emp_ge_10,0,0,0,0,1,0,1,8531,34,2,2,0,4,13034,good
11000,term_36,8.39,B1,MD,Source_Verified,154200,emp_ge_10,1,0,51.6,0,4,3,5,84363,63,1,3,0,20,97197,good
15000,term_36,7.89,A5,FL,Not_Verified,45000,emp_ge_10,1,1,46.8,0,0,0,0,0,47,0,1,0,6,0,good
30000,term_36,10.78,B4,FL,Source_Verified,120000,emp_ge_10,0,0,22.9,0,3,1,2,27797,39,1,2,0,7,38477,good
10000,term_36,19.53,D5,TX,Source_Verified,45000,emp_1,0,3,49.8,0,1,2,2,69014,50,0,6,0,3,71394,good
28000,term_36,16.29,D1,TX,Source_Verified,125000,emp_ge_10,1,3,31.7,0,3,1,2,69865,61,3,6,0,5,84817,good
11200,term_60,13.67,C3,SC,Verified,46000,emp_ge_10,0,1,32,0,4,1,3,27629,32,0,2,0,4,51438,good
16800,term_36,13.67,C3,TX,Verified,95000,emp_4,0,1,52.5,0,1,0,1,43485,60,3,3,0,1,55727,good
16000,term_36,6.49,A2,TX,Source_Verified,300000,emp_5,0,0,23,0,0,0,0,20400,50,1,1,0,6,29710,good
10000,term_60,19.99,E1,TX,Source_Verified,155000,emp_8,0,0,57.7,0,5,3,3,80117,71,0,1,0,15,140842,bad
25200,term_36,11.99,C1,AZ,Verified,76280,emp_ge_10,0,0,56.6,0,3,1,3,51540,74,0,1,0,15,70876,good
15000,term_36,7.91,A5,WA,Not_Verified,66000,emp_8,0,0,55,0,2,0,0,5798,46,0,0,0,7,20665,good
11200,term_36,11.47,B5,CA,Verified,27000,emp_5,0,1,44,0,1,0,0,2606,34,1,3,0,1,17000,good
30550,term_36,20.75,E2,VA,Verified,110000,emp_ge_10,0,3,79,0,5,3,5,57599,79,4,3,0,30,59319,good
13000,term_36,9.75,B3,CA,Not_Verified,36000,emp_3,1,0,32.8,0,2,0,0,11943,42,0,0,0,4,19644,good
20000,term_36,16.29,D1,CT,Source_Verified,40000,emp_1,0,0,58.7,0,0,0,0,0,59,0,0,0,3,0,good
15000,term_36,8.49,B1,MI,Not_Verified,44000,emp_ge_10,0,0,72.6,0,0,0,0,0,73,0,0,0,4,0,good
23075,term_36,11.47,B5,FL,Verified,58000,emp_ge_10,0,0,54.7,0,3,0,2,51120,60,0,0,0,5,73380,good
30000,term_60,12.99,C2,FL,Source_Verified,143000,emp_2,1,0,42.6,0,2,1,2,25619,51,2,4,0,5,35760,good
4075,term_36,21.18,E3,CO,Source_Verified,12000,emp_lt_1,0,1,24.4,0,1,0,0,6898,40,0,1,0,1,13150,good
35000,term_60,15.31,C5,KY,Verified,75000,emp_ge_10,0,0,94.8,0,3,0,2,31394,85,1,0,0,10,41632,good
9000,term_36,9.16,B2,MI,Verified,47500,emp_lt_1,0,0,71.2,0,0,0,0,0,71,2,2,0,1,0,good
11000,term_36,12.99,C2,WI,Not_Verified,90000,emp_2,0,0,86.3,0,3,2,2,32696,71,0,1,0,9,56998,good
5000,term_36,14.46,C4,GA,Verified,22400,emp_unk,0,1,52.3,0,1,0,0,11431,67,0,2,0,2,15711,bad
28000,term_36,13.67,C3,PA,Verified,64334,emp_9,0,0,97.2,0,4,0,2,68079,84,0,0,0,26,84134,good
6200,term_36,5.32,A1,NY,Not_Verified,93000,emp_1,4,0,0.8,0,2,1,2,25449,63,3,2,0,5,29265,good
21000,term_36,8.39,B1,MO,Source_Verified,55200,emp_1,0,0,57.2,0,11,2,4,84383,93,2,6,0,17,78125,good
8275,term_36,20.75,E2,AZ,Source_Verified,53000,emp_ge_10,0,0,71.8,0,3,2,2,59651,84,0,0,0,5,65352,good
16000,term_36,11.47,B5,OH,Source_Verified,70000,emp_ge_10,0,3,28.4,0,0,0,0,0,28,3,7,0,0,0,good
5500,term_36,6.49,A2,WY,Source_Verified,80000,emp_9,0,0,45.4,0,2,1,2,22992,67,0,2,0,9,32575,good
11950,term_60,18.25,D3,NJ,Source_Verified,48000,emp_5,0,0,46.3,0,4,0,1,75571,48,1,3,0,7,91323,good
9900,term_36,13.67,C3,MA,Source_Verified,61000,emp_unk,1,0,67.4,0,1,0,0,3700,41,0,1,0,7,16360,good
10000,term_36,11.99,C1,ID,Source_Verified,47000,emp_8,0,2,22.4,0,0,0,1,0,22,1,2,0,6,0,good
35000,term_60,16.29,D1,OH,Source_Verified,120000,emp_ge_10,0,1,73.1,0,3,0,1,88191,71,1,1,0,9,119480,good
15000,term_60,18.25,D3,LA,Not_Verified,130000,emp_ge_10,1,1,54.6,0,4,3,5,60601,58,2,3,0,22,76463,good
15000,term_36,12.88,C2,AZ,Verified,120000,emp_3,0,0,53.9,0,11,2,5,71946,79,0,1,0,17,85851,good
15000,term_60,20.75,E2,NM,Not_Verified,47000,emp_9,2,1,62.8,0,13,2,3,180715,100,4,10,0,22,177525,good
18000,term_36,17.27,D3,LA,Not_Verified,50000,emp_1,0,0,55.9,0,0,0,0,0,56,0,0,0,1,0,good
21000,term_60,11.99,C1,SC,Verified,145000,emp_ge_10,0,1,99,0,5,0,3,57531,99,0,2,0,11,80504,good
20000,term_36,6.97,A3,CA,Source_Verified,134000,emp_9,0,2,44.1,0,0,0,0,0,44,1,3,0,2,0,good
9000,term_36,7.89,A5,FL,Not_Verified,32000,emp_3,0,1,28.1,0,1,0,0,15495,44,1,2,0,5,22992,good
25000,term_36,5.32,A1,CA,Source_Verified,200000,emp_ge_10,0,0,47.6,0,3,1,3,27401,49,1,0,0,5,52225,good
35000,term_60,18.99,E1,VA,Source_Verified,180000,emp_1,0,0,85.6,0,4,0,0,38259,66,0,1,0,11,104807,bad
24000,term_60,7.89,A5,NH,Not_Verified,117000,emp_1,1,0,74.7,0,4,0,0,20772,65,0,0,0,9,40807,good
5000,term_36,7.89,A5,CA,Not_Verified,54000,emp_1,0,0,2.1,0,5,2,2,36576,37,0,1,0,19,58337,good
20000,term_60,14.46,C4,FL,Source_Verified,40000,emp_3,0,0,70.8,0,0,0,0,978,58,0,0,0,2,5812,good
4800,term_36,11.99,C1,NJ,Source_Verified,40000,emp_1,0,1,65.2,0,0,0,0,0,65,0,3,0,0,0,good
20000,term_60,8.39,B1,CO,Not_Verified,72000,emp_ge_10,0,0,24.4,0,10,2,3,215912,87,2,7,0,30,191523,good
30000,term_36,12.99,C2,OH,Not_Verified,92700,emp_4,0,0,57.7,0,4,3,6,47362,66,1,1,0,17,69774,good
21600,term_60,14.46,C4,HI,Source_Verified,60000,emp_lt_1,0,1,54.3,0,0,0,0,0,64,0,2,0,1,0,good
20000,term_36,5.32,A1,PA,Verified,100000,emp_6,0,1,2.1,0,0,0,0,0,2,1,2,0,0,0,good
5000,term_36,11.47,B5,KY,Verified,69000,emp_ge_10,1,0,94.6,0,1,0,0,90746,74,0,0,0,10,108720,good
23525,term_36,16.29,D1,WA,Verified,53500,emp_5,0,0,54,0,3,2,3,37146,66,0,1,0,5,53124,good
13000,term_60,18.99,D4,PA,Not_Verified,60000,emp_4,0,1,55,0,1,0,1,28303,54,1,3,0,6,38167,good
28000,term_60,20.75,E2,OR,Source_Verified,100000,emp_ge_10,0,1,63.5,0,2,1,3,17218,72,1,2,0,10,21394,good
24000,term_60,16.29,D1,MD,Verified,86000,emp_ge_10,0,0,66.7,0,3,2,4,11525,66,1,1,0,6,19000,good
30000,term_60,11.99,C1,TN,Source_Verified,107000,emp_7,0,0,31,0,3,1,3,31305,63,2,0,0,11,42564,good
3550,term_36,19.48,E2,PA,Verified,11111.82,emp_unk,0,0,7.4,0,13,2,4,74197,85,1,2,0,13,85076,good
20000,term_36,9.16,B2,MO,Verified,70000,emp_5,1,1,25.7,0,4,0,3,56785,72,0,1,0,9,62049,good
20000,term_36,15.31,C5,TX,Not_Verified,150000,emp_ge_10,0,0,85.8,0,4,1,5,47610,79,1,1,0,13,67039,good
8000,term_36,11.47,B5,GA,Source_Verified,55466,emp_ge_10,0,0,74.9,0,2,1,1,11267,66,0,0,0,4,18517,good
29900,term_60,21.18,E3,TX,Source_Verified,60000,emp_5,0,0,88.4,0,2,0,1,14372,74,0,1,0,4,25120,good
18000,term_60,11.99,C1,AR,Not_Verified,50000,emp_ge_10,0,1,32.5,0,1,0,0,15190,41,0,1,0,4,28683,good
32000,term_36,15.31,C5,IL,Verified,100000,emp_ge_10,1,0,81,0,3,2,5,52049,76,5,2,0,16,58208,good
16000,term_60,19.99,E1,IL,Source_Verified,42000,emp_ge_10,0,1,55.9,0,4,1,5,45816,52,7,7,0,15,70353,good
3600,term_36,10.78,B4,AL,Source_Verified,55000,emp_2,0,0,65.3,0,1,0,0,13738,59,0,7,0,4,26460,bad
35000,term_60,19.99,E1,PA,Not_Verified,200000,emp_5,0,1,60.3,0,2,1,3,108513,52,4,2,0,4,117589,bad
35000,term_60,12.99,C2,CO,Verified,230000,emp_ge_10,0,1,40,0,6,1,5,127275,40,0,4,0,14,172162,good
9600,term_36,10.78,B4,KY,Not_Verified,89600,emp_4,1,4,43.1,0,2,0,0,26518,50,0,4,0,6,50061,good
14000,term_60,15.77,D1,NY,Verified,45000,emp_3,0,0,98.9,0,0,0,0,2050,76,0,1,0,1,4998,good
5000,term_36,7.49,A4,FL,Verified,85000,emp_9,0,1,15.8,0,1,0,0,11782,46,1,3,0,2,18194,good
5500,term_36,6.49,A2,VA,Not_Verified,52000,emp_5,0,1,17.7,0,1,1,2,9694,33,0,2,0,4,11260,good
22275,term_36,7.49,A4,MA,Source_Verified,90000,emp_8,0,1,35.2,0,0,0,0,0,35,0,1,0,2,0,good
13000,term_36,13.44,C3,IN,Source_Verified,37000,emp_2,0,1,21.1,0,2,1,1,54442,40,1,6,0,4,58249,good
25000,term_36,6.49,A2,CA,Source_Verified,85000,emp_ge_10,0,0,9.6,0,2,0,2,18044,43,0,0,0,5,31332,good
30000,term_36,16.29,D1,AL,Verified,66000,emp_ge_10,0,0,85.8,0,1,0,1,27218,86,1,5,0,3,31370,good
11200,term_36,8.39,B1,TX,Source_Verified,60000,emp_2,0,2,41,0,1,1,1,4102,46,2,5,0,1,5000,good
10000,term_36,7.89,A5,TX,Not_Verified,65000,emp_4,0,1,35,0,1,0,1,13056,44,0,2,0,6,18254,good
6300,term_36,6.97,A3,OR,Not_Verified,120000,emp_2,0,0,52.8,0,4,1,1,6487,42,0,1,0,7,19448,good
20000,term_60,14.46,C4,IL,Not_Verified,68000,emp_ge_10,0,0,17.2,0,6,0,0,60591,44,0,2,0,13,81606,good
6000,term_36,11.99,C1,ID,Source_Verified,96000,emp_ge_10,6,1,87.9,0,0,0,0,0,88,1,2,0,3,0,good
20000,term_60,11.99,C1,NJ,Not_Verified,104000,emp_ge_10,0,3,41.3,0,0,0,0,0,41,0,5,0,0,0,good
10000,term_36,13.67,C3,FL,Source_Verified,63000,emp_ge_10,2,0,21.5,0,1,0,1,19219,56,1,0,0,3,27523,good
8000,term_36,11.47,B5,MI,Not_Verified,45000,emp_2,0,0,41.6,0,1,0,1,5432,43,1,0,0,1,12223,good
28000,term_36,5.32,A1,IL,Not_Verified,135000,emp_ge_10,0,0,66.8,0,2,0,2,25607,53,0,0,0,11,63153,good
25000,term_36,10.75,B4,MA,Not_Verified,54000,emp_7,0,0,46.1,0,7,1,3,43046,65,0,1,0,10,51596,good
9600,term_36,8.39,B1,FL,Source_Verified,60060,emp_4,0,0,45.8,0,2,1,2,37828,75,2,5,0,4,44401,good
19200,term_60,11.99,C1,CT,Not_Verified,80000,emp_6,1,1,54.4,0,9,0,0,35252,57,0,1,0,16,60507,good
12000,term_36,8.39,B1,NC,Not_Verified,55000,emp_1,1,0,21,0,1,1,1,13477,43,1,5,0,2,15951,good
7000,term_36,6.97,A3,LA,Not_Verified,100000,emp_lt_1,0,0,50.7,0,0,0,1,0,51,3,3,0,6,0,good
35000,term_36,11.99,C1,TX,Source_Verified,250000,emp_2,1,1,82.6,0,5,1,1,38096,74,2,2,0,16,58674,good
6750,term_36,18.25,D3,MN,Verified,50000,emp_unk,1,2,35.2,0,1,1,1,15018,76,3,6,0,5,15607,good
40000,term_60,18.25,D3,PA,Verified,80000,emp_ge_10,0,0,65.4,0,2,2,2,28665,77,2,3,0,5,33734,good
32000,term_60,13.67,C3,TX,Source_Verified,75368,emp_ge_10,0,0,64.5,0,0,0,0,0,65,0,1,0,3,0,good
12000,term_36,13.67,C3,ND,Verified,68000,emp_4,7,0,76.2,0,9,2,2,66365,85,2,7,0,15,64340,good
11200,term_36,10.78,B4,CA,Verified,100000,emp_9,0,1,59.4,0,2,0,2,46774,73,1,2,0,5,59335,good
17500,term_36,18.99,D4,GA,Source_Verified,35000,emp_5,0,1,62.3,0,18,0,2,138906,101,0,1,0,39,130758,good
13800,term_60,28.34,G3,TX,Source_Verified,38400,emp_8,0,1,76.8,0,7,0,0,115992,78,2,1,0,20,131483,bad
19075,term_60,26.77,G1,MD,Verified,53000,emp_ge_10,2,2,59.1,0,2,1,2,11344,66,1,3,0,8,13731,good
14000,term_36,15.31,C5,NY,Source_Verified,50000,emp_2,0,1,91.1,0,2,0,2,33867,86,0,1,0,20,40488,good
20000,term_60,12.88,C2,CO,Not_Verified,125000,emp_7,0,0,40.9,0,4,0,0,4827,42,0,1,0,23,11042,good
12000,term_60,11.47,B5,MI,Source_Verified,77000,emp_7,1,0,70.6,0,22,1,1,146048,91,1,2,0,35,153436,good
25000,term_36,5.32,A1,GA,Not_Verified,110000,emp_4,0,0,23.7,0,0,0,0,0,24,0,1,0,1,0,good
8125,term_36,14.46,C4,NY,Not_Verified,34000,emp_ge_10,0,0,94,0,0,0,0,0,94,0,0,0,0,0,good
19700,term_36,6.49,A2,CA,Not_Verified,65000,emp_8,0,0,58.1,0,2,0,1,99967,63,0,0,0,4,117450,good
35000,term_60,13.67,C3,VA,Source_Verified,135000,emp_1,1,0,49.4,0,0,0,1,0,49,1,2,0,5,0,good
9000,term_36,9.17,B2,TX,Source_Verified,57400,emp_1,0,0,71.6,0,3,0,0,52559,70,0,0,0,17,75834,good
25000,term_60,17.27,D2,WA,Verified,50000,emp_unk,1,0,72.3,0,1,0,0,18185,60,0,0,0,10,34117,good
3000,term_36,5.32,A1,NE,Not_Verified,30000,emp_ge_10,0,0,32.3,0,0,0,0,0,32,0,0,0,1,0,good
12800,term_36,12.99,C2,NV,Source_Verified,65000,emp_unk,2,0,57.5,0,3,3,6,44718,73,3,7,0,26,55924,good
15000,term_60,18.99,E1,VA,Not_Verified,178000,emp_8,0,0,82.6,0,5,3,3,82332,72,2,1,0,6,113018,good
