Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
United States,47500,2,0,1,100,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,60000,1,0,1,1,Remote,7,0,0,0,0,0,0,1,1,0,1,0,0,1
Canada,53030.303030303,3,0,1,20,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,105000,5,1,1,1,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,125000,18,1,1,5000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000,2,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,6,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,72000,9,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95000,4,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,43181.8181818182,1,0,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,140000,19,1,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,157000,7,1,1,10000,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,150000,6,1,1,10000,Not remote,9,0,0,1,0,0,1,0,1,0,0,0,0,0
United States,170000,15,0,0,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
India,29364.2636910879,9,1,0,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,35606.0606060606,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,88000,15,1,1,20,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,27651.5151515152,5,0,1,1,Not remote,4,0,0,1,0,0,0,1,1,0,1,0,0,1
United States,76000,7,1,1,10000,Not remote,9,0,0,0,0,0,0,1,0,0,0,0,0,1
India,27161.9439142563,3,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,45454.5454545455,3,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,130000,6,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,8809.27910732638,4,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,65000,13,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,73800,3,1,1,10000,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0
India,12626.6333871678,1,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,45000,16,1,1,10,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,1,1
Germany,64516.1290322581,7,1,1,5000,Not remote,9,1,0,1,1,0,0,0,0,0,1,0,1,1
Germany,45161.2903225806,5,1,1,10000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,1
Germany,64516.1290322581,3,0,1,1,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,33750,1,0,1,1000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,1
United Kingdom,33125,1,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,45000,9,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,7,0,1,1000,Not remote,6,0,1,0,0,0,0,0,0,0,1,0,0,1
India,1761.85582146528,0,0,1,10,Remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,27500,3,1,0,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,50000,3,0,1,1,Not remote,8,1,1,0,0,1,1,0,0,0,0,1,1,1
Germany,53763.4408602151,7,0,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,0
United Kingdom,40000,3,0,1,100,Not remote,7,0,0,0,1,1,0,0,0,0,0,0,0,1
United Kingdom,43750,3,0,0,10000,Not remote,9,0,1,1,0,0,1,0,0,0,0,0,0,1
Germany,38709.6774193548,20,1,1,1,Not remote,7,0,0,1,0,0,0,0,0,0,0,1,1,1
United States,75000,4,0,1,20,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,40000,9,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,10571.1349287917,4,0,1,20,Not remote,0,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,80000,14,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,75000,20,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,142000,20,1,1,10000,Remote,8,0,0,0,0,1,0,0,0,0,0,0,1,0
United Kingdom,37500,4,0,0,20,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,58750,2,0,1,10000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,116000,20,0,0,10000,Not remote,5,1,0,1,0,0,1,0,0,0,0,0,0,1
Germany,69892.4731182796,7,1,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
India,25693.730729702,11,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500,3,0,1,10000,Not remote,6,1,1,1,1,0,0,0,0,0,0,0,0,1
United Kingdom,31250,2,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,45000,3,1,0,1,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,66666.6666666667,7,0,1,1,Not remote,7,0,0,1,0,0,1,0,1,0,0,0,0,1
Canada,20681.8181818182,1,0,1,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,28750,1,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,127000,20,1,1,20,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,59139.7849462366,7,1,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
Canada,41666.6666666667,5,0,1,1,Not remote,8,0,1,1,0,0,1,0,0,0,1,0,1,1
United States,36000,1,0,1,1,Remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,30000,2,1,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000,6,1,1,10,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,62500,3,0,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,5285.56746439583,2,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,101000,1,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,53030.303030303,1,1,1,20,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
Germany,55913.9784946237,3,0,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,78279.5698924731,10,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,2,1,1,500,Not remote,7,1,1,1,0,0,0,0,0,1,1,0,0,1
United States,97000,9,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,83870.9677419355,6,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
India,14682.131845544,6,1,1,100,Not remote,8,0,0,0,0,0,0,1,0,0,0,0,0,1
United States,168000,16,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,53030.303030303,7,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,70075.7575757576,7,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
Germany,48387.0967741935,2,0,1,100,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,0
Germany,29677.4193548387,3,1,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,1,0,0,1
United Kingdom,45000,12,1,1,10,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,58064.5161290323,8,1,1,100,Not remote,6,0,0,0,1,1,0,0,0,0,1,0,0,1
United Kingdom,61250,20,0,1,100,Remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,120000,5,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,130000,8,0,1,5000,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
India,27896.0505065335,6,1,1,10000,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,64375,6,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,136500,2,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,82000,9,0,0,10000,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,81720.4301075269,20,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,51250,20,1,1,1000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,64516.1290322581,3,1,1,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,38750,2,0,1,20,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,71000,3,0,1,500,Not remote,9,0,1,0,0,1,0,0,0,0,0,1,1,1
Canada,53030.303030303,6,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,68750,6,0,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,51875,2,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000,6,0,0,10000,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,117000,2,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,160000,8,0,1,1000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,35000,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000,18,0,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95000,6,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95000,20,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,26250,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100568,11,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,105000,3,0,1,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,120000,20,0,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,55000,2,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000,10,1,1,10000,Not remote,9,1,0,0,0,0,0,0,0,1,0,0,0,0
India,35237.1164293055,15,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,89000,20,0,0,10000,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,105000,5,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,51893.9393939394,9,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,122088,20,0,0,20,Remote,9,0,0,0,0,0,1,0,0,0,0,0,0,0
India,35237.1164293055,15,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,118000,9,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,4052.26838937014,2,1,0,20,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,112000,5,0,1,500,Not remote,9,0,0,0,0,0,0,1,0,0,0,0,0,1
Canada,49242.4242424242,1,0,1,10,Not remote,8,0,0,0,0,1,0,0,0,0,1,0,0,1
United States,57000,2,0,0,100,Remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,93000,11,1,1,100,Remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,120000,3,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,12479.8120687124,5,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,19086.7713992072,5,1,0,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,40860.2150537634,1,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,10277.4922918808,4,0,1,500,Not remote,10,0,0,0,1,0,0,0,0,0,0,0,0,1
Germany,45161.2903225806,3,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,53763.4408602151,2,0,1,10000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
India,6606.95933049479,2,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,156250,7,1,0,10000,Not remote,8,1,0,0,1,0,0,0,0,1,0,0,0,0
United Kingdom,41250,4,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,71875,15,0,1,10000,Not remote,9,1,1,0,0,0,0,0,0,0,0,0,0,1
Canada,150000,4,0,1,100,Not remote,9,0,0,0,1,0,0,1,0,1,1,0,0,1
Germany,20645.1612903226,4,1,1,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500,12,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,68750,4,0,1,500,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,62500,1,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,14682.131845544,1,0,0,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,1,0,0
Germany,107526.88172043,14,1,0,10,Not remote,9,0,1,0,0,1,0,0,0,0,1,0,1,1
United States,108500,8,0,1,10000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
India,4404.63955366319,1,1,1,20,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,41666.6666666667,9,0,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500,4,1,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,32196.9696969697,2,1,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,72043.0107526882,9,1,0,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,60606.0606060606,3,1,1,10,Not remote,9,0,1,0,0,0,0,0,0,0,1,0,1,1
United States,86400,11,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,45000,8,1,1,1000,Not remote,8,1,0,0,0,0,0,0,0,1,0,0,0,1
United Kingdom,103125,15,0,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,51612.9032258064,2,1,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,60000,5,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,70000,1,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000,6,1,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000,5,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,43010.752688172,20,0,0,100,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,46000,2,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,195000,12,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,49242.4242424242,6,0,1,5000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,0
Germany,45161.2903225806,10,0,1,20,Not remote,5,0,0,1,0,0,1,0,0,0,1,0,1,1
Germany,75268.8172043011,20,1,1,100,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,97000,10,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,50000,2,0,1,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
United Kingdom,43750,5,1,1,10,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95500,5,0,0,10000,Remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,54375,2,0,1,10000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,75000,9,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,112750,5,1,1,1000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
Germany,83870.9677419355,20,1,1,10000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,42000,1,0,0,10000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,28750,1,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,43750,4,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000,10,0,1,100,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,102000,1,0,1,10000,Remote,10,1,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,30000,1,0,1,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,130000,20,1,1,20,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,43750,5,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100000,4,0,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,48125,6,0,1,20,Not remote,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,83333.3333333333,10,1,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,78030.303030303,5,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,53030.303030303,5,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,155000,11,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,127000,3,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,110000,14,1,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,1,1
United States,125000,20,1,0,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,109000,2,1,1,10000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,160000,20,0,1,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,40000,3,1,1,10,Not remote,10,0,1,0,0,0,0,1,0,0,1,1,1,1
United Kingdom,48750,20,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,135000,20,0,1,1000,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,1,1
United States,83000,1,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100000,2,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,62121.2121212121,16,0,0,1000,Not remote,7,0,1,1,0,0,0,1,0,0,0,0,0,1
Canada,45454.5454545455,3,1,1,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,1,0,1
United States,154000,12,1,1,10000,Not remote,9,0,0,0,1,1,0,0,0,0,0,0,0,1
Germany,32258.064516129,5,0,1,10,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,54545.4545454545,3,0,0,1,Not remote,8,0,1,1,0,0,0,0,0,0,0,1,0,0
United States,110000,20,1,0,1000,Not remote,5,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,85000,2,1,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,85000,3,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000,6,0,1,5000,Not remote,8,0,0,0,0,1,0,0,0,0,1,0,0,1
Canada,50757.5757575758,2,0,1,100,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0
India,12479.8120687124,3,1,1,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000,4,0,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,48387.0967741935,3,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
India,8062.10809196775,3,1,1,20,Not remote,7,1,1,1,1,0,0,0,0,0,0,0,0,1
India,5872.85273821759,2,0,0,20,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,43750,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000,4,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,64516.1290322581,8,0,1,500,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,28750,3,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.9032258064,4,1,1,20,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,40625,2,0,1,500,Remote,6,1,1,1,0,0,0,0,0,0,0,1,0,1
Germany,4731.18279569892,6,0,0,20,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,55000,1,0,0,20,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11745.7054764352,1,0,0,20,Not remote,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,45454.5454545455,3,0,1,10,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,0
India,19380.414036118,3,0,0,10000,Not remote,7,0,0,0,0,0,1,0,1,0,1,0,0,0
India,11745.7054764352,3,1,1,100,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11745.7054764352,0,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41250,8,1,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,0
India,23491.4109528704,6,0,0,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,12039.3481133461,4,0,0,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
India,2716.19439142563,4,1,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,13948.0252532668,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,46451.6129032258,5,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,51612.9032258064,5,0,0,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,22023.197768316,5,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41250,11,0,0,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
Germany,59139.7849462366,6,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
India,5285.56746439583,3,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,68750,9,0,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,108000,20,1,0,10,Remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
Germany,40322.5806451613,2,0,1,20,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
India,13213.9186609896,7,0,1,100,Not remote,3,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,56625,5,0,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,30000,3,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11745.7054764352,3,1,1,10000,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,0
Germany,12903.2258064516,2,1,1,1,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,86021.5053763441,16,1,1,20,Not remote,5,0,0,1,0,0,0,0,0,0,1,0,1,0
United Kingdom,16250,2,0,0,1,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,1,1
United Kingdom,62500,6,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,54838.7096774193,7,1,1,20,Not remote,5,0,1,1,0,1,0,0,0,0,0,0,0,1
Canada,56060.6060606061,4,0,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41250,5,0,1,1,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,46140,9,0,1,1000,Not remote,8,0,0,1,1,0,0,0,0,0,1,0,0,1
Germany,43010.752688172,4,0,1,500,Not remote,8,0,0,1,0,0,0,1,0,0,1,0,0,1
United Kingdom,43750,4,1,1,10000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
India,7063,5,1,1,500,Remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,62243.75,8,0,0,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,77419.3548387097,19,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,37634.4086021505,4,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
India,22023.197768316,12,0,0,5000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,45161.2903225806,1,0,0,10,Not remote,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Germany,46666.6666666667,9,0,1,10,Not remote,6,0,0,1,0,0,1,0,0,0,1,0,0,0
Canada,68181.8181818182,7,0,0,10,Remote,10,0,1,0,0,1,0,0,0,0,0,0,0,1
United States,64000,4,1,1,10000,Not remote,3,0,1,0,0,1,0,0,0,0,1,0,1,1
India,27896.0505065335,1,0,1,10000,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,0
Germany,3279.56989247312,6,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,52500,1,0,0,10000,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,1,0,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,62000,2,0,1,100,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,80962.5,12,0,0,1000,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,145000,18,0,0,5000,Not remote,10,0,1,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,35000,2,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,37500,3,0,0,1000,Not remote,6,0,1,0,0,0,0,0,0,0,1,0,0,1
United States,97000,9,0,0,1,Not remote,7,0,0,1,1,0,0,0,0,0,1,0,0,0
United States,58000,1,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,80000,1,0,1,500,Not remote,10,0,0,0,1,0,0,0,0,0,1,0,0,1
United States,75000,11,0,1,20,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,80000,4,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,40000,1,0,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,1,1
Canada,37878.7878787879,9,0,0,1,Not remote,10,0,1,0,0,0,0,0,1,0,1,0,0,1
Germany,53763.4408602151,2,0,0,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
