package,authors,imports,suggests,depends,Roxygen,gh,rforge,descr,r_count,r_size,ns_import,ns_export,s3_methods,s4_methods,doc_count,doc_size,src_count,src_size,data_count,data_size,testthat_count,testthat_size,check_time,status
MultiBD,6,2,7,1,1,0,0,358,6,0.014735,2,3,0,0,2,0.029121,16,0.047561,1,2.35e-4,2,0.00344,192,1
multibiplotGUI,4,8,0,1,0,0,0,136,1,0.301653,16,0,0,0,0,0,0,0,0,0,0,0,115,1
multiCA,1,2,1,1,1,0,0,219,2,0.019642,11,3,2,0,0,0,0,0,1,4.19e-4,2,0.005244,83,1
multicastR,1,2,1,2,1,0,0,489,8,0.029308,1,5,0,0,0,0,0,0,0,0,2,0.001277,51,1
multichull,1,0,0,6,1,0,0,311,11,0.019774,10,3,8,0,0,0,0,0,0,0,0,0,87,1
multicmp,1,2,0,0,1,0,0,469,2,0.014076,3,2,0,0,0,0,0,0,0,0,0,0,32,1
MultiCNVDetect,2,0,0,0,0,0,0,58,7,0.002069,0,0,0,0,0,0,1,0.004476,1,0.939253,0,0,49,1
multicolor,1,9,5,1,1,1,0,59,6,0.017925,1,7,0,0,0,0,0,0,0,0,1,0.00519,44,1
multicon,1,2,0,4,0,0,0,383,61,0.086036,5,0,8,0,0,0,0,0,2,5.13e-4,0,0,112,1
multicool,4,0,0,2,0,0,0,995,8,0.00426,1,9,0,0,0,0,4,0.015431,0,0,0,0,71,1
multiDimBio,1,7,0,0,0,0,0,508,21,0.079395,6,0,0,0,0,0,0,0,6,0.010155,0,0,141,1
MultiFit,2,2,4,0,1,0,0,154,3,0.084698,6,1,0,0,1,0.017437,7,0.013136,0,0,0,0,123,1
multifluo,1,7,0,0,1,0,0,524,21,0.043753,2,0,0,0,0,0,0,0,11,0.161352,0,0,140,1
multifwf,1,1,1,1,1,1,0,94,2,0.006567,1,1,0,0,0,0,0,0,0,0,1,0.00235,39,1
MultiGHQuad,1,1,1,3,1,0,0,175,3,0.015251,4,2,0,0,0,0,0,0,0,0,2,0.004538,114,1
multigraph,1,1,0,2,0,1,0,161,16,0.210898,1,0,0,0,0,0,0,0,0,0,0,0,65,1
multigroup,4,1,0,1,0,0,0,157,27,0.111479,1,23,10,0,0,0,0,0,2,0.003178,0,0,47,1
MultiJoin,2,0,0,4,0,0,0,271,6,0.019967,0,0,0,0,0,0,0,0,0,0,0,0,34,1
multilaterals,1,3,1,0,0,0,0,525,1,0.018669,0,0,0,0,0,0,0,0,1,0.0047,0,0,62,1
MultiLCIRT,3,0,0,3,0,0,0,423,22,0.060716,3,1,8,0,0,0,3,0.001752,2,0.005882,0,0,80,1
multilevel,1,0,0,3,0,0,0,342,1,0.032678,3,0,7,0,0,0,0,0,9,0.231625,0,0,105,1
multilevelPSA,1,7,1,3,1,1,0,142,21,0.099054,40,16,11,0,0,0,0,0,3,2.186463,0,0,122,1
multimark,1,14,0,1,1,0,0,780,4,0.323764,13,0,0,0,0,0,8,0.123139,3,0.047079,0,0,234,1
MultiMeta,1,4,0,2,0,0,0,1075,7,0.027698,6,3,0,0,0,0,0,0,0,0,0,0,111,1
multimode,8,3,1,1,0,0,0,265,2,0.093003,6,1,6,0,0,0,3,0.004258,16,0.008866,0,0,166,1
multinbmod,1,0,0,0,0,0,0,270,1,0.009509,0,0,1,0,0,0,0,0,0,0,0,0,26,1
multinet,9,0,0,3,0,0,0,81,3,0.008368,6,0,4,0,0,0,14,0.122851,0,0,0,0,124,1
multinets,1,3,4,1,1,1,0,224,12,0.017002,2,8,0,0,0,0,5,0.00554,3,0.005885,4,0.002114,89,1
MultinomialCI,1,0,0,1,0,0,0,743,2,0.003423,0,0,0,0,0,0,0,0,0,0,0,0,26,1
multinomRob,3,0,0,4,0,0,0,83,11,0.105685,0,1,2,0,0,0,1,0.011467,0,0,0,0,55,1
MultiOrd,1,0,0,4,0,0,0,155,9,0.005813,2,0,0,0,0,0,0,0,0,0,0,0,82,1
multipanelfigure,1,14,8,0,1,0,0,249,13,0.055589,57,18,1,0,2,0.007398,0,0,2,0.002184,0,0,105,1
multiPIM,3,0,1,4,0,0,0,442,3,0.077579,3,1,2,0,0,0,0,0,2,0.052856,0,0,103,1
MultipleBubbles,1,3,0,0,1,0,0,358,9,0.016286,3,8,0,0,0,0,0,0,1,0.012494,0,0,61,1
multipleNCC,2,0,0,2,0,0,0,189,1,0.052479,2,1,3,0,0,0,0,0,1,0.052703,0,0,76,1
multiplex,1,1,3,1,0,1,0,635,65,0.350371,0,0,2,0,1,0.014312,0,0,9,0.006633,0,0,114,1
MultiplierDEA,1,0,0,1,0,0,0,353,2,0.052783,2,3,0,0,0,0,0,0,6,0.007209,0,0,34,1
multipol,1,0,1,1,0,0,0,57,1,0.01464,1,0,8,0,1,0.020005,0,0,0,0,0,0,48,1
multiRDPG,1,0,0,0,1,0,0,336,3,0.012976,5,3,4,0,0,0,0,0,0,0,0,0,28,1
multirich,1,0,1,0,0,0,0,331,1,0.045345,9,7,0,0,1,0.003813,0,0,0,0,0,0,43,1
MultiRNG,2,0,0,0,0,0,0,207,13,0.012991,1,0,0,0,0,0,0,0,0,0,0,0,52,1
multiROC,1,4,2,0,1,0,0,467,11,0.012228,8,10,0,0,0,0,0,0,1,0.004128,0,0,44,1
MultiRR,1,2,0,0,0,0,0,586,13,0.0206,4,0,0,0,0,0,0,0,0,0,0,0,146,1
multiselect,1,1,1,0,0,0,0,356,1,0.005024,2,0,0,0,0,0,0,0,0,0,0,0,45,1
multisensi,3,6,1,1,0,0,0,78,29,0.145316,6,0,7,0,0,0,0,0,3,0.372656,0,0,99,1
MultisiteMediation,4,0,0,5,1,1,0,1313,1,0.110381,31,5,0,0,0,0,0,0,0,0,0,0,172,1
MultiSkew,2,0,0,1,0,0,0,255,6,0.011864,5,0,0,0,0,0,0,0,1,0.002,0,0,42,1
multisom,1,1,0,2,0,0,0,200,3,0.149114,6,0,0,0,0,0,0,0,0,0,0,0,57,1
multispatialCCM,1,0,0,1,0,0,0,558,6,0.018589,0,0,0,0,0,0,2,0.014855,0,0,0,0,41,1
multistate,2,0,0,5,0,0,0,1036,12,0.354545,1,1,0,0,0,0,0,0,3,0.422204,0,0,140,1
multistateutils,1,7,7,0,1,1,0,312,9,0.053457,2,5,0,0,1,0.027541,11,0.016742,0,0,5,0.033041,509,1
MultiSV,1,2,0,1,0,0,0,583,14,0.011888,3,13,12,0,0,0,0,0,1,2.640948,0,0,58,1
multitaper,2,0,4,2,0,1,0,405,10,0.061777,4,1,6,0,0,0,6,0.029791,6,0.182396,0,0,66,1
multivariance,1,5,1,1,1,0,0,840,2,0.072091,1,22,0,0,0,0,2,0.001531,4,0.003435,1,0.001765,82,1
MultivariateRandomForest,1,3,0,1,1,0,0,198,9,0.010148,2,10,0,0,0,0,3,0.013144,0,0,0,0,72,1
MultiVarMI,2,7,1,0,0,0,0,179,7,0.014088,4,0,0,0,0,0,0,0,0,0,0,0,93,1
MultiVarSel,3,0,1,4,1,0,0,345,6,0.010601,11,4,0,0,0,0,0,0,1,0.108916,0,0,150,1
multivator,1,4,1,1,0,0,0,54,4,0.027131,4,0,4,0,2,0.057906,0,0,3,1.90332,0,0,133,1
multiwave,1,0,0,0,0,0,0,432,18,0.027171,1,0,0,0,0,0,0,0,0,0,0,0,34,1
multiway,1,0,0,2,0,0,0,279,66,0.323445,4,0,30,0,0,0,0,0,1,0.096562,0,0,72,1
multiwayvcov,1,6,1,1,1,0,0,388,3,0.029035,21,2,0,0,0,0,0,0,1,0.071676,0,0,46,1
MultNonParam,1,0,0,0,1,0,0,495,15,0.023594,14,12,0,0,0,0,7,0.024613,2,0.002176,0,0,42,1
multxpert,4,0,0,3,0,0,0,408,11,0.0482,0,1,0,0,0,0,0,0,0,0,0,0,35,1
muma,5,0,0,11,0,0,0,569,23,0.058316,0,0,0,0,0,0,0,0,1,0.019432,0,0,87,1
MuMIn,1,6,7,1,0,0,0,318,61,0.288661,9,1,268,0,0,0,0,0,3,0.001281,0,0,179,1
mumm,1,5,1,1,1,1,0,442,3,0.019268,11,2,3,0,0,0,1,0.005355,0,0,0,0,135,1
munfold,1,4,0,0,0,1,0,113,3,0.021002,2,1,7,0,0,0,0,0,0,0,0,0,81,1
munsell,1,2,2,0,1,1,0,336,5,0.032208,3,25,0,0,0,0,0,0,0,0,2,0.003462,71,1
munsellinterpol,1,2,5,3,0,0,0,361,19,0.138931,5,3,0,0,2,0.032873,0,0,1,0.025904,0,0,399,1
muRL,1,1,0,3,0,0,0,355,6,0.01455,4,0,0,0,0,0,0,0,1,0.001073,0,0,45,1
murphydiagram,2,0,0,0,0,0,0,181,1,0.014695,1,0,0,0,0,0,0,0,2,0.006233,0,0,31,1
MUS,2,0,2,2,1,0,0,150,9,0.065217,1,0,3,0,0,0,0,0,0,0,0,0,51,1
musica,1,3,3,2,1,0,0,483,3,0.035976,19,15,0,0,1,0.016861,0,0,1,0.304712,0,0,124,1
musicNMR,3,0,1,2,0,0,0,122,1,6.52e-4,0,0,0,0,0,0,0,0,2,2.520808,0,0,58,1
muStat,1,0,0,2,0,0,0,94,36,0.025768,1,0,0,0,0,0,0,0,0,0,0,0,38,1
mut,1,0,0,5,0,0,0,205,3,0.004851,5,0,0,0,0,0,0,0,0,0,0,0,68,1
mutoss,9,4,4,2,0,1,0,188,26,0.191164,7,69,0,0,3,0.028875,0,0,3,0.298592,1,1.65e-4,153,1
mutossGUI,9,4,0,4,0,0,1,81,3,0.00405,8,2,0,0,0,0,0,0,0,0,0,0,117,1
mutSignatures,2,3,0,4,0,0,0,656,17,0.042125,8,0,0,0,0,0,0,0,0,0,0,0,98,1
MuViCP,1,4,0,1,0,0,0,296,8,0.019413,6,0,2,0,0,0,0,0,1,0.052532,0,0,56,1
MVA,1,0,12,1,0,0,0,171,1,0.008561,3,1,0,0,1,0.00765,0,0,0,0,0,0,73,1
mvabund,1,7,1,1,1,0,0,349,95,0.545866,4,1,34,1,0,0,15,0.176997,5,0.008981,9,0.015836,307,1
MVar,1,0,1,0,0,0,0,544,25,0.24128,9,0,0,0,0,0,2,0.022295,6,0.0031580000000000002,0,0,116,1
MVar.pt,1,0,1,0,0,0,0,527,25,0.241771,9,0,0,0,0,0,2,0.022295,6,0.003182,0,0,116,1
MVB,1,0,0,2,0,0,0,95,2,0.010487,1,1,1,0,0,0,21,0.069676,0,0,0,0,107,1
MvBinary,1,3,0,1,0,0,0,638,7,0.031494,9,4,0,2,0,0,0,0,2,0.21739,0,0,92,1
mvbutils,1,4,0,1,0,0,0,222,1,0.383654,0,0,0,0,0,0,0,0,0,0,0,0,113,1
mvc,1,0,0,2,0,0,0,530,5,0.028911,1,0,0,0,0,0,0,0,1,2.71e-4,0,0,50,1
mvcluster,5,0,0,1,0,0,0,1412,1,0.001695,1,0,0,0,0,0,19,0.057668,4,0.184641,0,0,86,1
mvctm,1,6,0,1,1,0,0,122,21,0.033451,8,1,0,0,0,0,0,0,1,0.002259,0,0,103,1
mvcwt,1,3,0,1,0,1,0,77,1,0.016261,6,12,4,0,0,0,0,0,1,0.024328,0,0,30,1
mvdalab,4,10,0,0,1,0,0,528,78,0.144225,14,0,29,0,0,0,0,0,5,0.313625,0,0,304,1
mvglmmRank,2,5,0,2,0,0,0,133,9,0.175228,6,1,0,0,0,0,0,0,8,0.125622,0,0,86,1
mvinfluence,1,0,0,2,0,1,0,326,12,0.015274,6,1,8,0,0,0,0,0,1,2.08e-4,0,0,76,1
MVisAGe,1,0,1,1,1,0,0,636,16,0.061944,3,11,0,0,0,0,0,0,1,1.004998,0,0,75,1
MVLM,2,2,2,1,1,1,0,122,2,0.027411,2,1,6,0,1,0.006296,0,0,1,0.010406,0,0,46,1
mvLSW,1,0,0,5,0,0,0,353,1,0.05902,7,9,3,0,0,0,1,0.022777,0,0,0,0,122,1
mvmesh,1,0,0,6,0,0,0,146,3,0.072848,9,0,2,0,0,0,0,0,0,0,0,0,80,1
mvmeta,1,4,6,1,0,0,0,122,48,0.067945,3,1,16,0,0,0,0,0,6,0.005461,0,0,73,1
mvMISE,1,0,0,2,1,1,0,1026,4,0.044727,10,3,0,0,0,0,0,0,1,0.002408,0,0,94,1
mvMonitoring,1,10,2,1,1,1,0,591,25,0.106998,26,18,4,0,1,0.025801,0,0,6,1.176914,0,0,120,1
mvMORPH,3,4,2,5,0,1,0,410,19,0.32294,3,2,26,0,2,0.061979,22,0.113977,0,0,0,0,302,1
MVN,1,12,1,1,1,0,0,286,4,0.041754,43,4,0,0,1,0.028403,0,0,0,0,0,0,225,1
mvna,1,1,0,0,0,0,0,136,8,0.016822,3,0,7,0,0,0,2,0.001373,0,0,0,0,48,1
MVNBayesian,1,3,2,0,1,1,0,388,10,0.007384,4,1,0,0,0,0,0,0,2,0.003631,2,0.006284,81,1
mvnfast,1,1,8,0,1,1,0,343,10,0.039938,1,10,0,0,1,0.009639,13,0.037272,0,0,0,0,418,1
mvngGrAd,1,0,0,2,0,0,0,67,14,0.023173,1,0,0,1,1,0.024465,0,0,0,0,0,0,68,1
mvnmle,2,0,0,1,0,0,0,137,5,0.003515,1,0,0,0,0,0,1,0.00461,2,6.04e-4,0,0,51,1
mvnormtest,1,0,0,1,0,0,0,63,1,6.27e-4,1,0,0,0,0,0,0,0,0,0,0,0,39,1
mvnpermute,1,0,0,0,0,0,0,233,1,0.005882,0,1,0,0,0,0,0,0,0,0,0,0,36,1
mvnTest,1,4,0,2,0,0,0,213,3,0.027739,6,1,0,0,0,0,0,0,0,0,0,0,38,1
mvord,5,7,1,5,1,0,0,106,8,0.177239,40,17,14,0,2,0.119756,2,0.018877,6,0.932364,0,0,302,1
mvoutlier,1,2,0,2,0,0,0,51,19,0.054738,7,0,1,0,0,0,0,0,11,0.440111,0,0,189,1
mvp,1,4,3,1,0,1,0,399,4,0.013417,5,0,11,0,1,0.006961,3,0.022197,0,0,0,0,173,1
mvPot,1,4,0,0,1,1,0,103,10,0.049546,3,11,0,0,0,0,1,0.016019,0,0,0,0,71,1
mvProbit,1,2,0,4,0,0,0,184,17,0.038239,14,3,7,0,0,0,0,0,0,0,0,0,480,1
mvprpb,1,0,0,0,0,0,0,64,1,0.007158,0,0,0,0,0,0,0,0,0,0,0,0,39,1
mvQuad,1,3,3,1,1,1,0,385,2,0.032376,7,0,5,0,1,0.013902,0,0,1,0.123176,0,0,61,1
MVR,1,2,0,2,0,1,0,828,2,0.060132,6,1,0,0,0,0,3,0.016512,2,0.2227,0,0,54,1
mvrtn,1,0,0,0,0,0,0,82,2,8.43e-4,0,2,0,0,0,0,3,0.002369,0,0,0,0,47,1
mvsf,1,0,0,2,0,0,0,70,1,6.98e-4,1,0,0,0,0,0,0,0,0,0,0,0,40,1
mvShapiroTest,2,0,0,2,0,0,0,151,1,0.001188,1,0,0,0,0,0,0,0,0,0,0,0,35,1
mvSLOUCH,1,1,0,6,0,0,0,131,27,0.368471,8,0,0,0,0,0,0,0,0,0,0,0,104,1
mvst,5,3,0,0,0,0,0,435,68,0.091185,6,8,2,0,0,0,11,0.034345,0,0,0,0,108,1
MVT,1,3,1,0,0,0,0,400,12,0.02816,3,1,5,0,0,0,13,0.044534,4,0.008339,0,0,54,1
mvtboost,2,6,8,1,1,1,0,291,6,0.055421,23,11,4,0,2,0.020188,0,0,1,0.144512,10,0.166326,216,1
MVTests,1,0,0,3,1,0,0,390,11,0.037946,10,8,1,0,0,0,0,0,2,0.001441,0,0,30,1
mvtmeta,1,0,0,1,0,0,0,98,2,0.002317,0,0,0,0,0,0,0,0,0,0,0,0,40,1
mvtnorm,1,2,0,1,0,0,1,91,4,0.03071,2,1,0,0,1,0.009657,8,0.107354,0,0,0,0,190,1
mvtsplot,1,2,0,2,0,1,0,53,1,0.01063,2,0,0,0,0,0,0,0,0,0,0,0,38,1
mwa,1,0,0,4,0,0,0,99,2,0.037529,1,2,3,0,0,0,0,0,1,0.010002,0,0,77,1
mwaved,1,3,5,0,1,1,0,167,4,0.062194,21,23,2,0,1,0.044661,4,0.093135,0,0,3,0.002327,140,1
MWLasso,1,0,1,0,0,0,0,189,1,0.009529,1,0,0,0,0,0,0,0,0,0,0,0,44,1
MWRidge,1,1,0,0,0,0,0,208,1,0.007231,2,0,0,0,0,0,0,0,0,0,0,0,84,1
mxkssd,1,0,0,1,0,0,0,591,1,0.007084,0,0,0,0,0,0,0,0,0,0,0,0,42,1
MXM,1,22,1,1,0,0,0,584,424,2.084664,22,1,0,1,4,0.09398,0,0,0,0,0,0,634,1
My.stepwise,1,4,0,1,1,0,0,659,1,0.032062,10,3,0,0,0,0,0,0,0,0,0,0,113,1
mycobacrvR,3,0,0,2,0,0,0,314,14,0.029549,0,12,0,0,0,0,0,0,0,0,0,0,42,1
mycor,1,1,2,1,1,1,0,154,1,0.00924,12,1,5,0,1,0.003483,0,0,0,0,2,0.040656,47,1
myepisodes,1,1,0,0,0,0,0,142,1,0.011534,1,8,0,0,0,0,0,0,0,0,0,0,44,1
Myrrix,1,2,0,2,0,1,0,217,7,0.028296,4,0,0,19,1,0.003013,0,0,0,0,0,0,55,1
Myrrixjars,1,1,0,1,0,1,0,81,1,1.17e-4,0,0,0,0,0,0,0,0,0,0,0,0,32,1
myTAI,1,22,5,1,1,1,0,351,51,0.387318,2,49,0,0,6,0.196191,3,0.009575,2,2.06698,35,0.09785,500,1
mztwinreg,1,2,1,0,0,1,0,103,5,0.006298,1,1,0,0,0,0,0,0,1,0.00285,0,0,157,1
n1qn1,1,1,2,1,1,1,0,511,1,0.006811,1,2,0,0,0,0,13,0.086977,0,0,1,0.002644,72,1
na.tools,1,2,1,1,1,1,0,318,26,0.026346,3,36,8,0,0,0,0,0,0,0,8,0.011435,45,1
nabor,2,2,2,1,1,1,0,470,4,0.010457,2,3,0,0,0,0,12,0.083481,1,0.009072,3,0.006042,84,1
NADA,1,0,0,2,0,0,0,131,9,0.060767,3,1,1,1,0,0,0,0,28,0.026331,0,0,80,1
nadiv,1,3,1,2,1,1,0,449,35,0.199002,14,35,8,0,0,0,20,0.07032,8,0.638835,0,0,108,1
NAEPprimer,1,0,0,0,1,0,0,156,3,0.002989,0,0,0,0,0,0,0,0,0,0,0,0,24,1
naivebayes,1,0,0,0,0,1,0,61,7,0.011121,0,2,5,0,0,0,0,0,0,0,0,0,34,1
naivereg,3,4,0,0,1,0,0,941,6,0.023294,8,4,0,0,0,0,0,0,1,0.07903,0,0,96,1
NAM,4,2,3,1,0,0,0,437,7,0.163076,6,0,4,0,2,0.033196,3,0.048806,2,0.94782,0,0,162,1
namedCapture,1,0,4,1,0,0,0,61,3,0.019736,1,4,0,0,2,0.016697,0,0,0,0,8,0.035328,51,1
NameNeedle,1,1,1,1,0,0,1,180,1,0.003372,1,3,0,0,1,0.008317,0,0,1,0.00203,0,0,63,1
namer,1,7,5,0,1,1,0,64,5,0.008125,1,4,0,0,1,0.002068,0,0,0,0,5,0.003745,47,1
namespace,5,0,0,0,0,0,0,287,2,0.003856,0,4,0,0,0,0,1,8.5e-5,0,0,0,0,40,1
nandb,1,20,14,0,1,1,0,345,11,0.120444,6,29,0,0,3,0.010624,5,0.011235,0,0,9,0.041764,470,1
naniar,1,13,14,1,1,1,0,369,49,0.157309,8,116,26,0,5,0.048064,0,0,5,0.072169,56,0.069598,216,1
nanop,3,2,2,0,0,0,0,610,19,0.108412,3,1,0,0,0,0,1,0.063019,1,0.017964,0,0,113,1
NanoStringNorm,1,1,3,4,0,0,0,90,28,0.147219,8,0,0,0,1,0.0368,0,0,1,0.005033,0,0,177,1
nanotime,1,4,3,0,1,0,0,164,1,0.016139,4,3,8,19,0,0,0,0,0,0,0,0,72,1
NAPPA,2,0,0,3,0,0,0,112,2,0.012275,1,0,0,0,0,0,0,0,3,0.105621,0,0,150,1
naptime,1,2,4,0,1,1,0,182,2,0.006558,6,1,0,0,1,0.005455,0,0,0,0,1,0.005823,100,1
nardl,1,5,1,0,1,1,0,230,7,0.11572,32,7,1,0,0,0,0,0,1,0.001156,0,0,66,1
narray,1,4,2,1,1,1,0,204,22,0.030886,0,22,0,0,1,0.003693,0,0,0,0,13,0.014485,46,1
nasadata,1,4,0,0,1,0,0,132,4,0.011373,7,6,0,0,0,0,0,0,0,0,0,0,55,1
nasapower,1,7,8,1,1,1,0,513,7,0.044692,0,3,1,0,1,0.012388,0,0,1,0.009395,5,0.018419,51,1
nasaweather,1,0,0,1,0,1,0,117,4,0.004438,0,0,0,0,0,0,0,0,0,0,0,0,33,1
nat,1,8,8,2,1,1,0,744,41,0.496306,41,134,175,0,2,0.024959,0,0,3,0.706591,32,0.175821,187,1
nat.nblast,1,4,5,4,0,0,0,99,9,0.066262,16,17,9,1,1,0.001401,0,0,3,0.124396,6,0.014839,119,1
nat.templatebrains,1,4,3,3,1,1,0,109,8,0.043072,17,18,11,0,0,0,0,0,0,0,5,0.013987,85,1
nat.utils,1,0,2,0,0,0,0,460,7,0.017298,1,14,0,0,0,0,0,0,0,0,6,0.011952,46,1
natserv,1,4,6,1,1,1,0,143,8,0.020322,0,6,0,0,0,0,0,0,1,7.31e-4,6,0.023361,41,1
natural,1,2,2,0,1,0,0,132,7,0.036974,2,6,3,0,1,0.007579,5,0.089829,0,0,0,0,220,1
naturalsort,1,0,1,0,1,0,0,528,4,0.004349,0,3,0,0,0,0,0,0,0,0,0,0,43,1
NatureSounds,1,0,1,1,1,1,0,61,7,0.003402,0,0,0,0,0,0,0,0,6,2.923739,0,0,39,1
NB,1,0,0,0,0,0,0,120,4,0.01208,0,0,0,0,0,0,0,0,0,0,0,0,29,1
NB.MClust,1,2,0,1,1,0,0,280,4,0.006021,2,3,0,0,0,0,0,0,1,0.014396,0,0,41,1
nbc4va,1,3,5,1,1,0,0,167,8,0.07966,10,6,3,0,1,0.024041,0,0,2,0.005788,1,0.008872,57,1
NbClust,1,0,0,1,0,0,0,157,1,0.078848,0,0,0,0,0,0,0,0,0,0,0,0,38,1
nbconvertR,1,0,0,0,0,0,0,286,1,0.00315,0,1,0,0,0,0,0,0,0,0,0,0,54,1
NBDdirichlet,1,0,0,0,0,0,0,309,4,0.015647,3,0,3,0,0,0,0,0,0,0,0,0,35,1
NBDesign,1,3,0,1,1,0,0,134,4,0.013995,4,3,0,0,0,0,0,0,0,0,0,0,78,1
NBLDA,1,4,1,1,1,0,0,888,13,0.072663,16,7,0,8,0,0,0,0,1,0.042979,0,0,85,1
nbpMatching,1,5,0,0,1,0,0,1072,11,0.053806,6,0,0,13,0,0,2,0.027791,0,0,0,0,174,1
NBPSeq,3,2,0,1,0,0,0,107,16,0.13406,2,10,4,0,0,0,1,0.003803,1,0.155864,0,0,84,1
NCA,1,7,1,1,0,0,0,1260,39,0.085246,15,0,3,0,0,0,0,0,1,5.86e-4,1,0.003118,149,1
nCal,3,0,6,5,0,0,0,249,13,0.138743,2,10,12,0,0,0,0,0,4,0.003733,0,0,162,1
ncappc,1,22,1,1,1,0,0,227,24,0.278471,24,17,0,0,1,0.024434,0,0,0,0,13,0.038376,111,1
ncar,1,0,0,3,0,0,0,689,6,0.015418,5,0,0,0,0,0,0,0,0,0,0,0,37,1
ncbit,1,0,0,1,0,0,0,74,2,0.004211,0,0,1,0,0,0,0,0,1,9.879388,0,0,55,1
ncdf.tools,1,8,0,1,0,0,0,237,32,0.086793,8,0,0,0,0,0,0,0,0,0,0,0,85,1
ncdf4,1,0,0,0,0,0,0,1003,6,0.193818,0,1,1,0,0,0,3,0.089839,0,0,0,0,97,1
ncdf4.helpers,1,3,2,1,0,0,0,104,2,0.046549,0,20,0,0,0,0,0,0,0,0,0,0,42,1
ncdump,1,2,4,0,1,1,0,198,2,0.009208,15,1,1,0,0,0,0,0,0,0,2,0.001784,62,1
nCDunnett,2,0,0,1,0,0,0,105,5,0.018752,1,0,0,0,0,0,0,0,0,0,0,0,40,1
ncf,1,0,0,1,1,0,0,261,10,0.136689,21,21,14,0,0,0,0,0,1,0.005227,0,0,62,1
ncg,2,0,0,0,0,0,0,112,6,0.010126,0,0,0,0,0,0,0,0,0,0,0,0,34,1
ncmeta,1,4,2,1,1,1,0,667,13,0.020656,12,12,25,0,0,0,0,0,0,0,8,0.008198,69,1
NCmisc,1,3,2,5,0,0,0,326,1,0.128502,4,0,0,0,0,0,0,0,0,0,0,0,87,1
ncodeR,1,3,1,1,1,0,0,353,16,0.036644,3,11,8,0,0,0,0,0,1,0.088405,0,0,53,1
nCopula,1,5,2,2,1,0,0,191,16,0.058332,9,18,0,0,0,0,0,0,0,0,0,0,91,1
ncpen,1,1,0,1,1,1,0,1200,6,0.09834,14,18,5,0,0,0,6,0.101898,0,0,0,0,100,1
NCSampling,1,3,0,0,0,0,0,428,11,0.026751,4,0,0,0,0,0,0,0,2,0.056199,0,0,53,1
NCutYX,3,5,2,1,1,1,0,349,4,0.065616,1,8,0,0,1,0.028745,2,0.017424,6,1.597478,0,0,162,1
ncvreg,1,0,3,0,1,1,0,430,27,0.047227,2,11,18,0,0,0,11,0.036324,5,0.025152,0,0,87,1
ndjson,1,4,1,1,1,0,0,527,3,0.003265,4,3,0,0,0,0,6,0.668243,0,0,1,7.87e-4,105,1
ndl,1,3,0,1,1,0,0,147,23,0.061973,5,1,9,0,0,0,4,0.024391,10,0.164641,0,0,144,1
ndtv,1,4,6,5,0,1,0,168,17,0.11492,7,1,0,0,1,0.052948,0,0,4,0.026619,0,0,151,1
NEArender,1,8,4,1,1,0,0,270,15,0.058114,18,13,0,0,1,0.026295,0,0,4,2.39379,0,0,444,1
nearfar,3,4,0,1,0,0,0,222,1,0.017259,8,0,0,0,0,0,0,0,0,0,0,0,142,1
neariso,3,0,0,1,0,0,0,106,1,0.004129,0,3,0,0,0,0,4,0.01453,0,0,0,0,46,1
neat,2,1,3,1,0,0,0,157,1,0.010476,3,1,3,0,1,0.009389,0,0,1,1.222627,0,0,57,1
NeatMap,1,0,0,2,0,0,0,345,7,0.036239,2,1,0,0,0,0,2,0.008196,0,0,0,0,163,1
neatmaps,1,5,0,1,1,1,0,424,12,0.020258,16,4,0,0,0,0,0,0,3,0.0031580000000000002,0,0,132,1
needs,1,1,0,1,1,1,0,67,6,0.009478,0,3,0,0,0,0,0,0,0,0,0,0,38,1
needy,1,0,2,1,0,0,0,409,4,0.015717,0,2,0,0,0,0,0,0,0,0,0,0,44,1
NEff,2,0,0,2,0,0,0,764,1,0.021188,2,0,0,0,0,0,0,0,0,0,0,0,86,1
NegBinBetaBinreg,2,0,0,4,0,0,0,156,13,0.016276,5,0,4,0,0,0,0,0,0,0,0,0,67,1
negenes,1,0,0,2,0,1,0,158,1,0.00668,2,1,0,0,0,0,4,0.015952,1,0.006428,0,0,47,1
neighbr,1,0,4,1,1,0,0,283,5,0.026596,0,3,1,0,1,0.009372,0,0,0,0,4,0.023515,55,1
neldermead,2,0,0,3,0,0,0,611,42,0.134767,4,0,3,0,1,0.065325,0,0,0,0,0,0,91,1
neonUtilities,2,9,1,1,1,1,0,649,22,0.067817,3,12,0,0,0,0,0,0,0,0,1,6.91e-4,54,1
neotoma,1,8,2,1,1,1,0,296,39,0.203849,27,23,73,0,0,0,0,0,0,0,3,0.015464,121,1
nephro,1,0,0,0,0,0,0,400,1,0.013569,0,0,0,0,0,0,0,0,0,0,0,0,38,1
NEpiC,1,0,0,2,0,0,0,336,8,0.015159,2,0,0,0,0,0,0,0,0,0,0,0,90,1
nesRdata,1,5,0,1,1,1,0,162,7,0.010799,11,6,0,0,0,0,0,0,1,0.065022,0,0,80,1
NestedCategBayesImpute,4,4,0,0,0,0,0,297,5,0.03147,3,0,0,0,0,0,13,0.054171,0,0,0,0,123,1
NestedCohort,1,0,0,3,0,0,0,310,3,0.058305,1,0,0,0,1,0.036738,0,0,1,0.015739,0,0,94,1
