age,diet,height,location,date,Class
42,mostly anything,67,san francisco,2012-06-30,other
26,NA,71,san francisco,2012-06-08,other
25,mostly anything,70,mountain view,2012-06-26,other
46,mostly anything,66,green brae,2012-06-03,other
30,NA,71,san francisco,2012-06-30,other
45,anything,65,san francisco,2012-06-30,other
20,NA,66,daly city,2012-06-30,other
27,NA,68,san francisco,2012-06-30,other
23,anything,64,san francisco,2012-02-18,other
42,mostly other,63,san francisco,2012-06-30,other
24,NA,63,san francisco,2012-06-26,other
24,NA,62,san francisco,2012-02-10,other
43,mostly anything,65,san francisco,2012-06-30,other
21,mostly anything,63,san francisco,2012-06-26,other
18,NA,64,pinole,2012-06-21,other
30,vegan,70,berkeley,2012-05-24,other
42,NA,68,oakland,2011-09-29,other
46,NA,72,san francisco,2012-06-26,other
28,NA,67,san francisco,2012-06-26,other
37,mostly anything,66,san francisco,2012-06-30,stem
50,mostly anything,66,san francisco,2012-06-29,other
33,mostly other,67,san francisco,2012-06-30,other
35,NA,65,san francisco,2012-01-22,other
28,mostly anything,65,san francisco,2012-06-30,other
36,mostly anything,66,san francisco,2012-06-28,stem
27,mostly anything,70,san francisco,2012-06-01,other
31,NA,66,redwood city,2011-08-31,other
30,strictly anything,63,berkeley,2012-04-26,other
32,NA,67,san francisco,2012-06-15,other
38,mostly anything,66,oakland,2012-06-27,other
33,mostly anything,76,san francisco,2012-06-28,stem
29,anything,65,san francisco,2012-06-28,other
24,mostly anything,70,san francisco,2012-06-30,other
30,mostly anything,62,hayward,2012-01-29,other
36,mostly anything,71,san francisco,2012-06-30,stem
22,mostly vegetarian,66,san francisco,2012-05-21,other
31,NA,65,menlo park,2011-12-10,other
32,mostly anything,66,san francisco,2012-06-30,other
28,NA,66,san francisco,2012-06-29,other
53,mostly anything,79,south san francisco,2012-06-21,other
45,mostly vegetarian,59,alameda,2012-06-27,other
33,NA,73,san francisco,2011-10-22,other
46,mostly anything,66,oakland,2012-05-09,other
32,anything,62,san francisco,2012-05-28,stem
29,NA,64,menlo park,2011-10-26,other
19,strictly anything,70,oakland,2012-04-26,other
22,mostly anything,65,daly city,2012-06-30,other
29,NA,71,san francisco,2012-06-22,other
22,mostly anything,62,san francisco,2012-06-25,other
58,NA,69,oakland,2012-06-29,other
27,NA,70,san francisco,2012-06-22,other
39,NA,65,san francisco,2012-06-30,other
33,mostly anything,69,berkeley,2012-06-20,stem
32,NA,64,san francisco,2012-06-29,other
37,strictly vegetarian,65,berkeley,2012-06-30,other
26,NA,73,san francisco,2012-06-30,other
35,strictly anything,70,berkeley,2011-08-30,other
33,strictly anything,71,san francisco,2012-06-28,other
40,mostly anything,63,san francisco,2012-06-29,other
28,strictly vegan,76,emeryville,2012-05-20,other
29,strictly anything,71,san francisco,2012-06-30,other
44,anything,72,san francisco,2012-06-30,other
22,NA,63,berkeley,2012-03-17,other
52,mostly other,68,san francisco,2012-06-30,stem
26,vegetarian,70,san francisco,2012-06-30,other
28,NA,69,san francisco,2012-06-29,other
61,mostly anything,64,san francisco,2012-06-28,other
34,NA,66,san francisco,2012-06-23,other
24,NA,66,san mateo,2012-06-29,other
33,NA,67,san francisco,2012-05-18,other
29,NA,75,stanford,2012-06-30,other
20,mostly vegetarian,71,crockett,2012-06-30,other
39,strictly anything,69,san francisco,2012-06-30,other
42,NA,68,berkeley,2012-01-24,other
50,NA,71,san francisco,2012-06-30,other
36,NA,73,san francisco,2012-06-30,other
31,mostly anything,71,san francisco,2012-06-26,other
43,NA,70,san francisco,2012-06-27,other
45,NA,65,el cerrito,2012-06-17,other
25,anything,71,berkeley,2012-06-30,other
26,mostly anything,70,san francisco,2012-06-30,other
47,mostly anything,68,daly city,2012-06-28,stem
63,NA,70,san francisco,2012-06-22,other
40,NA,71,san francisco,2012-06-25,stem
39,mostly anything,70,san francisco,2012-06-19,other
28,NA,72,menlo park,2012-06-29,other
29,strictly anything,75,oakland,2012-06-29,other
31,strictly anything,67,oakland,2012-06-30,stem
27,vegetarian,63,palo alto,2012-02-24,stem
29,mostly anything,74,south san francisco,2012-06-30,other
36,NA,65,san francisco,2011-10-19,other
48,NA,65,san francisco,2012-06-30,other
36,mostly anything,70,san francisco,2011-11-29,other
39,NA,67,berkeley,2012-06-08,other
25,NA,67,oakland,2012-06-29,other
26,mostly anything,73,berkeley,2012-06-30,other
42,mostly anything,72,san francisco,2012-06-30,other
30,NA,68,san francisco,2012-05-26,stem
20,NA,67,san francisco,2012-06-20,other
35,NA,73,oakland,2012-06-30,other
29,mostly anything,65,richmond,2012-06-26,other
32,mostly vegetarian,72,berkeley,2012-06-25,other
31,NA,72,san francisco,2012-06-26,other
39,mostly vegetarian,63,emeryville,2012-06-30,other
30,NA,67,walnut creek,2012-06-19,other
34,mostly anything,73,san francisco,2012-06-26,other
27,NA,71,san francisco,2012-06-26,other
45,NA,68,burlingame,2012-06-26,other
27,NA,72,san francisco,2012-06-27,other
59,mostly anything,66,san anselmo,2012-06-30,other
28,mostly anything,65,san francisco,2012-06-30,other
28,strictly anything,67,san francisco,2012-06-12,other
23,NA,64,san francisco,2012-05-13,other
42,NA,66,pleasant hill,2012-06-17,other
49,NA,68,corte madera,2011-07-30,other
31,mostly vegetarian,67,san francisco,2012-06-20,other
28,mostly anything,70,san francisco,2012-06-27,other
31,mostly anything,71,walnut creek,2011-12-26,other
46,mostly anything,69,vallejo,2012-06-30,other
30,NA,61,san francisco,2012-06-30,other
25,NA,60,san francisco,2012-06-30,other
40,mostly anything,72,san carlos,2012-06-29,other
48,anything,69,san francisco,2012-06-30,stem
54,NA,72,vallejo,2012-05-07,other
45,NA,70,san leandro,2012-06-29,other
45,mostly anything,72,san francisco,2012-06-29,stem
46,NA,73,san francisco,2012-06-30,other
32,mostly other,69,san francisco,2012-06-30,other
31,mostly vegetarian,63,berkeley,2012-06-28,other
29,NA,75,oakland,2012-05-27,stem
47,mostly anything,65,san francisco,2012-06-25,stem
43,NA,63,burlingame,2012-06-29,other
25,anything,63,oakland,2012-03-09,other
45,mostly anything,62,san francisco,2012-06-29,other
26,NA,63,san francisco,2012-06-30,other
26,NA,70,san pablo,2011-11-25,other
23,mostly anything,65,san francisco,2012-01-01,other
23,mostly anything,66,san francisco,2012-06-30,other
26,strictly anything,69,emeryville,2012-06-30,other
36,NA,70,alameda,2012-04-20,stem
62,mostly anything,63,el cerrito,2012-06-28,other
43,NA,69,oakland,2012-06-27,other
42,NA,65,oakland,2012-06-28,other
31,mostly anything,65,san francisco,2012-06-29,other
29,NA,67,walnut creek,2011-10-28,other
39,mostly anything,64,san mateo,2012-06-28,stem
38,mostly vegetarian,68,san francisco,2012-06-17,other
29,NA,74,san francisco,2012-06-30,other
37,NA,66,south san francisco,2012-06-28,other
40,NA,71,san francisco,2012-06-30,other
38,NA,76,oakland,2012-06-22,other
23,mostly anything,69,san francisco,2012-06-30,other
24,NA,72,san francisco,2012-04-05,other
33,NA,72,san francisco,2011-12-07,other
30,mostly other,71,benicia,2012-06-25,other
24,mostly anything,63,san francisco,2012-06-22,other
34,NA,69,san bruno,2012-06-30,other
26,NA,72,san francisco,2012-06-29,other
34,strictly vegetarian,73,walnut creek,2012-06-12,other
37,NA,72,oakland,2012-06-29,other
30,strictly anything,63,san francisco,2012-06-30,other
39,mostly anything,69,san francisco,2012-04-27,other
30,mostly anything,68,san francisco,2012-06-30,stem
48,NA,70,oakland,2012-06-27,other
40,anything,72,berkeley,2012-06-29,other
24,NA,65,el cerrito,2012-03-17,other
30,NA,68,san mateo,2012-06-29,other
45,NA,64,richmond,2012-05-31,other
24,mostly kosher,70,palo alto,2012-06-27,other
24,strictly anything,66,san francisco,2012-02-12,stem
23,NA,71,hayward,2012-06-30,other
32,NA,76,san francisco,2011-12-10,stem
26,mostly anything,72,daly city,2012-06-29,other
24,mostly vegetarian,72,berkeley,2012-06-24,other
43,NA,69,berkeley,2012-06-26,stem
22,mostly anything,72,richmond,2012-06-27,other
43,mostly anything,63,san francisco,2012-02-28,other
20,anything,66,berkeley,2012-06-30,other
42,strictly anything,68,oakland,2012-06-29,other
46,NA,67,oakland,2012-06-29,other
30,mostly anything,66,san francisco,2012-05-03,other
27,mostly anything,67,albany,2012-06-30,stem
53,mostly vegetarian,68,san francisco,2012-06-27,other
43,NA,64,oakland,2012-06-29,other
58,anything,66,san francisco,2012-06-26,other
28,mostly anything,65,oakland,2012-06-30,other
26,NA,68,san mateo,2012-04-04,other
27,strictly anything,70,san francisco,2012-06-29,stem
43,mostly anything,70,san francisco,2012-06-28,other
33,strictly anything,68,oakland,2012-06-30,other
18,strictly anything,68,san francisco,2012-06-24,other
57,mostly anything,70,albany,2012-06-28,other
27,mostly vegetarian,76,san francisco,2012-06-29,other
32,NA,73,san francisco,2012-05-20,other
29,NA,71,berkeley,2012-06-30,other
44,NA,72,san francisco,2012-05-07,other
31,NA,74,san francisco,2012-06-30,other
32,mostly anything,67,san leandro,2011-08-09,other
23,NA,73,san francisco,2012-05-24,other
19,mostly anything,60,westlake,2012-06-30,other
31,NA,71,san francisco,2012-02-18,other
35,NA,65,berkeley,2012-03-21,other
30,strictly anything,70,south san francisco,2012-01-12,other
29,NA,69,san francisco,2012-06-30,stem
26,mostly anything,65,san bruno,2011-08-29,other
28,mostly anything,66,alameda,2012-06-29,other
37,mostly anything,72,san francisco,2011-09-11,other
27,mostly other,72,san francisco,2011-09-07,other
32,mostly anything,73,san francisco,2012-05-16,other
28,NA,65,alameda,2011-09-14,other
28,mostly anything,72,vallejo,2012-06-29,other
35,mostly anything,68,fremont,2012-03-20,other
28,NA,76,san francisco,2011-06-28,stem
22,NA,69,san francisco,2012-06-27,other
45,mostly vegetarian,73,oakland,2012-01-29,other
40,NA,68,san francisco,2012-06-30,other
46,NA,66,berkeley,2012-06-30,other
20,mostly vegetarian,67,albany,2011-12-23,other
27,NA,65,san francisco,2012-06-25,other
21,anything,70,berkeley,2012-06-28,other
49,anything,72,san francisco,2012-06-02,other
19,strictly anything,65,san mateo,2011-08-07,other
25,mostly anything,67,san francisco,2012-06-26,other
29,vegetarian,67,berkeley,2012-06-25,other
21,mostly anything,67,berkeley,2012-06-30,other
18,NA,69,green brae,2012-02-24,other
30,mostly anything,62,redwood city,2012-05-29,other
29,mostly anything,74,san francisco,2012-06-30,stem
37,anything,66,san francisco,2012-06-16,other
37,mostly anything,74,san francisco,2012-06-25,stem
44,NA,73,oakland,2012-06-30,other
24,mostly anything,68,san leandro,2012-06-27,other
36,strictly anything,69,daly city,2012-06-30,other
19,anything,64,pacifica,2012-04-27,other
31,mostly anything,68,san francisco,2012-06-26,stem
22,strictly anything,62,alameda,2012-06-30,other
44,mostly anything,62,pleasant hill,2012-05-13,other
29,NA,63,san francisco,2012-06-30,other
21,anything,74,san francisco,2012-06-30,other
28,NA,69,san francisco,2011-09-27,other
30,mostly vegetarian,68,san francisco,2012-04-14,other
22,NA,67,san francisco,2012-02-20,other
28,NA,68,san francisco,2012-06-30,other
50,mostly anything,65,san francisco,2012-06-16,other
19,NA,63,san francisco,2012-06-29,other
36,mostly anything,62,san francisco,2012-05-29,other
41,NA,72,san francisco,2012-06-30,other
19,strictly anything,66,berkeley,2012-06-30,other
39,mostly vegetarian,65,emeryville,2012-06-29,other
43,NA,73,san francisco,2012-06-08,other
41,NA,72,oakland,2012-06-27,other
57,NA,67,oakland,2012-06-05,other
40,NA,66,walnut creek,2012-05-25,other
43,NA,68,richmond,2011-10-13,other
43,anything,64,san francisco,2012-06-28,other
58,mostly anything,65,san anselmo,2012-06-30,other
32,NA,74,san francisco,2012-06-01,other
25,mostly anything,64,san francisco,2012-06-29,other
26,NA,69,san francisco,2012-06-30,other
18,mostly anything,67,san leandro,2012-06-30,other
26,NA,64,berkeley,2012-06-28,other
40,NA,60,walnut creek,2012-06-30,other
34,NA,64,redwood city,2012-06-30,other
25,mostly anything,71,san francisco,2012-06-30,stem
29,anything,72,palo alto,2012-06-30,other
40,NA,64,san francisco,2012-06-30,other
39,NA,70,berkeley,2012-06-29,other
57,NA,74,castro valley,2012-06-30,other
36,NA,70,san francisco,2011-09-19,other
29,NA,74,oakland,2012-02-06,other
40,NA,64,alameda,2012-02-25,other
25,NA,72,san francisco,2012-06-05,other
21,NA,75,martinez,2012-06-17,other
30,NA,68,berkeley,2012-04-21,other
54,mostly anything,68,hercules,2012-06-29,other
22,NA,72,berkeley,2011-07-17,other
45,mostly anything,65,emeryville,2012-06-18,other
38,anything,70,san francisco,2012-06-19,other
22,strictly anything,63,berkeley,2012-06-27,other
35,NA,69,hayward,2012-06-20,other
50,NA,67,san mateo,2012-02-02,other
39,NA,64,san francisco,2012-06-29,other
22,mostly anything,66,berkeley,2012-06-30,other
57,anything,66,berkeley,2012-06-30,other
37,anything,63,san francisco,2012-06-30,other
24,anything,75,san francisco,2012-01-15,other
31,mostly anything,66,san francisco,2012-06-30,stem
30,NA,68,san francisco,2012-01-25,other
34,NA,64,san francisco,2012-06-24,other
67,mostly other,61,emeryville,2012-06-25,other
27,NA,68,san francisco,2012-06-30,other
62,NA,68,half moon bay,2012-06-29,other
49,anything,70,san francisco,2012-06-30,other
37,strictly other,71,san francisco,2012-06-20,other
24,mostly anything,75,san francisco,2012-06-07,stem
32,NA,74,san francisco,2012-06-29,stem
24,anything,71,millbrae,2012-05-12,other
23,NA,62,san francisco,2012-06-14,other
27,NA,60,richmond,2011-09-17,other
40,NA,62,fairfax,2012-06-30,other
33,mostly vegetarian,74,oakland,2012-06-30,other
25,NA,72,san francisco,2012-03-14,stem
37,NA,66,berkeley,2012-06-29,other
47,NA,64,sausalito,2012-05-23,other
36,NA,74,castro valley,2012-06-30,other
52,NA,61,san rafael,2012-05-10,other
25,mostly anything,72,albany,2012-06-28,stem
18,anything,71,castro valley,2012-04-10,other
23,mostly anything,65,berkeley,2011-11-20,other
23,NA,68,san francisco,2012-06-30,other
25,strictly anything,72,san francisco,2012-06-30,other
41,mostly vegetarian,71,san francisco,2011-12-03,other
26,NA,63,stanford,2011-09-11,other
25,mostly anything,69,lafayette,2012-06-24,other
28,mostly anything,70,san francisco,2012-06-28,stem
59,mostly anything,68,san pablo,2012-06-30,other
39,mostly anything,61,san francisco,2012-05-14,other
30,mostly anything,77,menlo park,2012-06-29,other
32,strictly anything,73,oakland,2012-06-30,stem
28,mostly anything,67,san francisco,2012-02-26,other
47,NA,67,san anselmo,2011-12-04,other
29,mostly anything,72,oakland,2012-03-26,other
30,mostly anything,70,san francisco,2012-06-25,stem
26,NA,72,daly city,2012-05-19,stem
26,NA,76,south san francisco,2011-10-11,other
48,mostly vegan,63,vallejo,2012-06-30,other
49,mostly anything,67,castro valley,2012-06-30,other
42,NA,68,hayward,2012-06-30,other
31,NA,69,orinda,2011-11-14,other
24,strictly anything,70,emeryville,2012-06-30,other
43,mostly anything,68,san francisco,2012-06-30,other
57,mostly other,74,san rafael,2012-06-28,other
41,mostly vegetarian,70,san francisco,2012-06-30,other
53,strictly anything,67,oakland,2012-05-21,other
35,mostly anything,70,san francisco,2012-06-06,other
45,NA,74,san francisco,2012-06-14,other
29,NA,71,oakland,2012-06-30,other
26,mostly anything,60,oakland,2012-06-30,other
30,mostly anything,64,lafayette,2012-06-30,other
44,mostly vegetarian,67,berkeley,2012-06-12,stem
26,mostly anything,69,san carlos,2012-06-28,stem
26,NA,72,oakland,2012-06-29,other
44,mostly anything,71,oakland,2012-06-20,stem
33,mostly anything,69,san francisco,2012-05-01,other
37,NA,63,san francisco,2012-06-30,other
24,anything,67,stanford,2012-06-30,stem
28,NA,69,san francisco,2012-06-21,stem
42,NA,70,tiburon,2012-05-02,other
22,anything,67,san francisco,2012-06-20,other
39,mostly anything,76,san francisco,2012-06-30,other
28,strictly anything,77,oakland,2012-06-28,stem
32,NA,71,east palo alto,2012-06-29,other
44,mostly anything,72,san francisco,2012-06-30,stem
35,strictly anything,68,san francisco,2012-06-17,stem
30,strictly anything,63,san francisco,2012-06-30,other
22,anything,71,san francisco,2012-06-30,other
24,NA,66,san leandro,2012-02-15,other
57,NA,67,oakland,2012-06-07,other
33,anything,70,emeryville,2012-06-29,other
55,mostly vegetarian,62,san francisco,2012-04-22,other
30,NA,64,el sobrante,2012-06-27,other
30,mostly vegetarian,66,emeryville,2012-06-18,other
39,NA,68,mill valley,2012-06-30,other
51,NA,63,san mateo,2012-06-25,other
50,mostly anything,68,oakland,2012-06-25,other
25,anything,67,san francisco,2012-06-20,other
33,NA,72,san francisco,2012-06-30,other
33,NA,73,san francisco,2012-06-29,stem
29,NA,73,san francisco,2011-11-03,other
54,other,69,berkeley,2012-06-30,other
39,strictly anything,71,san francisco,2012-06-30,other
30,mostly anything,66,san francisco,2012-06-30,other
64,mostly vegetarian,66,san francisco,2012-02-09,other
34,mostly anything,70,san francisco,2012-06-28,other
49,mostly anything,68,san francisco,2012-06-30,other
27,mostly anything,67,hayward,2012-06-23,other
30,NA,71,san diego,2012-06-30,other
27,strictly anything,71,menlo park,2012-06-30,stem
32,NA,71,san francisco,2012-06-30,stem
58,strictly other,63,palo alto,2012-05-17,other
32,anything,63,emeryville,2012-01-29,other
37,NA,65,san rafael,2012-06-30,other
26,mostly anything,66,pleasant hill,2012-06-30,stem
47,mostly vegetarian,67,san francisco,2012-06-30,other
22,mostly anything,61,berkeley,2012-06-27,other
30,mostly anything,60,san francisco,2012-06-30,other
32,NA,64,san francisco,2012-06-30,other
23,strictly anything,65,menlo park,2012-06-30,stem
20,mostly anything,78,menlo park,2012-06-30,other
45,NA,74,san francisco,2012-06-30,other
30,mostly anything,69,san francisco,2012-02-17,other
18,strictly anything,63,san francisco,2012-06-30,other
33,NA,70,walnut creek,2012-06-30,other
31,NA,74,san francisco,2012-06-30,other
27,mostly anything,72,san francisco,2012-06-25,other
27,strictly anything,68,berkeley,2012-06-09,other
29,strictly anything,73,redwood city,2012-06-29,stem
31,mostly vegetarian,70,san francisco,2012-06-29,stem
41,strictly anything,62,oakland,2012-06-24,other
23,strictly anything,70,berkeley,2012-06-28,other
20,mostly vegetarian,63,south san francisco,2012-06-27,other
34,NA,66,san francisco,2012-06-30,other
26,NA,72,san francisco,2011-09-26,other
35,mostly anything,72,oakland,2012-06-29,other
43,anything,68,san mateo,2012-06-30,stem
27,NA,70,oakland,2011-12-03,other
42,NA,63,novato,2012-06-28,other
55,NA,70,san rafael,2011-06-27,other
28,anything,67,berkeley,2012-06-29,other
25,NA,65,san mateo,2012-06-30,other
40,NA,68,san francisco,2012-06-26,stem
24,NA,75,berkeley,2012-06-30,stem
37,NA,71,oakland,2012-06-24,other
28,vegetarian,69,oakland,2012-06-11,other
40,NA,65,san francisco,2012-06-24,other
34,NA,63,san francisco,2012-05-30,other
29,strictly anything,73,berkeley,2012-06-28,other
25,strictly anything,66,san francisco,2012-06-27,other
41,mostly anything,73,orinda,2011-08-01,other
51,NA,66,san francisco,2012-06-30,other
26,strictly anything,67,oakland,2012-06-28,other
26,NA,62,san francisco,2011-09-24,other
26,strictly anything,70,san francisco,2012-06-27,other
21,mostly anything,72,oakland,2012-06-29,other
30,mostly vegan,61,san francisco,2012-06-29,other
28,mostly anything,71,san francisco,2012-05-07,other
36,strictly anything,63,san francisco,2012-05-18,other
45,mostly anything,73,san francisco,2012-02-03,other
47,NA,64,san francisco,2012-06-19,other
50,NA,71,san leandro,2012-02-06,other
21,mostly anything,72,daly city,2012-06-30,other
36,NA,65,san francisco,2012-05-21,other
39,NA,70,palo alto,2012-06-26,other
30,NA,70,san francisco,2012-06-29,stem
29,NA,71,san francisco,2012-06-17,other
26,mostly anything,75,san francisco,2012-06-30,other
39,strictly vegan,70,berkeley,2012-06-28,other
25,mostly anything,74,san francisco,2012-05-27,other
38,mostly anything,69,san francisco,2012-06-25,other
25,NA,63,san francisco,2012-06-21,other
28,strictly anything,63,san francisco,2012-06-28,other
31,NA,72,san francisco,2012-06-23,stem
24,NA,70,palo alto,2012-06-30,other
36,mostly anything,66,alameda,2012-04-08,other
33,mostly vegetarian,72,alameda,2012-06-28,stem
58,mostly anything,66,menlo park,2012-06-30,other
24,mostly vegetarian,66,san francisco,2012-02-27,other
34,mostly vegetarian,72,berkeley,2012-06-22,stem
28,mostly anything,62,san francisco,2012-06-30,other
27,strictly anything,70,mountain view,2012-06-29,stem
26,strictly vegetarian,64,oakland,2012-04-02,other
20,strictly anything,68,emeryville,2012-06-29,other
33,NA,65,san francisco,2012-04-20,other
39,NA,69,san francisco,2012-06-30,stem
38,NA,68,san francisco,2012-01-30,other
35,anything,68,alameda,2012-05-18,other
30,NA,68,san francisco,2012-06-30,other
25,mostly anything,75,san mateo,2012-06-30,other
24,NA,67,san francisco,2012-05-25,other
39,anything,64,vallejo,2012-06-06,other
23,NA,65,san francisco,2012-06-30,other
68,NA,70,berkeley,2012-04-08,other
41,NA,68,san francisco,2012-05-26,other
23,strictly anything,67,san francisco,2012-06-30,other
26,NA,67,novato,2012-04-01,other
30,mostly anything,72,oakland,2012-06-19,other
29,NA,70,san francisco,2012-05-01,other
25,strictly vegetarian,64,fremont,2012-06-29,other
24,strictly anything,67,san francisco,2012-06-30,stem
33,NA,60,san francisco,2012-06-30,other
63,mostly vegetarian,73,el cerrito,2012-06-29,other
30,mostly anything,73,oakland,2012-06-23,stem
31,mostly anything,69,redwood city,2012-06-30,stem
38,mostly anything,70,novato,2012-06-24,other
33,strictly vegetarian,67,san mateo,2012-06-25,stem
37,NA,68,emeryville,2012-04-25,stem
37,strictly anything,71,san francisco,2011-12-31,other
28,mostly anything,68,san francisco,2012-06-28,stem
51,mostly anything,62,berkeley,2011-12-20,other
37,NA,76,oakland,2012-06-20,stem
23,NA,68,san francisco,2012-04-20,other
26,NA,72,oakland,2012-06-29,other
27,mostly anything,65,san francisco,2012-02-28,stem
56,NA,71,oakland,2012-06-30,other
24,anything,76,san francisco,2012-06-30,stem
23,strictly anything,63,oakland,2012-06-29,other
28,NA,65,daly city,2012-06-30,other
29,NA,72,palo alto,2012-05-10,stem
35,NA,71,san francisco,2012-03-03,stem
37,mostly anything,71,oakland,2012-06-30,other
24,NA,60,san francisco,2012-06-30,other
33,NA,68,san francisco,2012-06-30,other
23,mostly anything,71,san francisco,2012-06-30,other
41,NA,66,san leandro,2012-06-22,other
22,NA,70,san francisco,2012-06-17,other
26,anything,77,oakland,2012-05-28,other
39,mostly other,70,san francisco,2012-06-30,other
41,mostly vegetarian,65,novato,2012-06-30,other
33,mostly anything,71,san francisco,2012-06-27,other
39,NA,71,san francisco,2012-06-25,other
41,mostly anything,68,san francisco,2012-06-07,other
40,mostly anything,72,sausalito,2012-01-19,other
32,NA,70,san bruno,2011-08-02,stem
25,mostly anything,72,san francisco,2012-05-26,stem
27,mostly anything,65,san francisco,2012-06-26,other
69,NA,68,san francisco,2012-06-23,stem
35,anything,68,san francisco,2012-06-13,other
27,strictly anything,66,san francisco,2012-06-28,other
33,mostly anything,70,san francisco,2012-06-27,other
24,mostly anything,71,san francisco,2012-06-28,other
28,strictly anything,69,oakland,2012-06-30,other
27,mostly vegetarian,67,berkeley,2012-02-09,other
22,mostly anything,67,san leandro,2012-06-15,other
40,NA,62,san francisco,2012-06-17,other
33,mostly anything,61,hayward,2012-06-27,other
48,mostly vegetarian,68,burlingame,2012-06-30,other
36,mostly anything,68,san francisco,2012-06-05,other
26,mostly anything,70,san francisco,2012-06-30,stem
53,NA,68,san pablo,2012-06-29,other
27,NA,67,san francisco,2012-06-30,other
39,NA,69,burlingame,2012-06-30,stem
35,mostly anything,70,berkeley,2012-06-28,stem
51,NA,72,san mateo,2012-06-30,other
39,strictly anything,64,san francisco,2012-06-24,other
24,NA,72,san francisco,2012-02-18,other
33,strictly vegetarian,67,oakland,2012-06-28,other
34,NA,66,san francisco,2012-05-16,other
35,anything,68,san francisco,2012-06-20,other
24,NA,69,oakland,2012-06-30,other
26,mostly vegetarian,73,oakland,2012-05-30,other
43,strictly anything,73,berkeley,2012-06-30,other
47,mostly anything,68,san francisco,2012-06-30,stem
38,NA,69,san francisco,2012-06-28,other
41,mostly anything,72,san francisco,2012-06-30,other
45,NA,60,albany,2012-06-29,stem
45,mostly anything,71,san francisco,2012-06-30,stem
57,NA,73,alameda,2012-06-30,other
24,NA,72,berkeley,2012-06-24,other
27,mostly anything,66,oakland,2012-06-18,other
27,mostly anything,68,san francisco,2012-06-30,stem
23,NA,68,berkeley,2012-06-30,other
47,NA,64,redwood city,2012-06-28,stem
46,NA,67,palo alto,2012-06-10,other
44,mostly anything,70,oakland,2012-06-30,stem
31,NA,69,san francisco,2012-01-24,stem
23,mostly anything,61,oakland,2012-06-18,other
34,strictly anything,67,san francisco,2012-06-30,other
36,NA,78,rodeo,2011-12-15,other
23,strictly vegan,64,oakland,2012-02-01,other
42,strictly anything,72,san francisco,2012-06-26,stem
26,mostly anything,70,san rafael,2012-06-30,other
26,anything,73,san mateo,2012-06-30,other
26,NA,68,san francisco,2012-06-27,other
33,mostly anything,71,san francisco,2012-06-05,other
27,mostly anything,69,san francisco,2012-06-30,other
36,mostly anything,71,san francisco,2012-06-26,other
44,strictly anything,70,san francisco,2012-05-11,stem
42,NA,65,oakland,2012-06-17,other
37,vegetarian,71,oakland,2012-06-29,other
33,NA,67,daly city,2012-06-28,other
33,anything,64,san francisco,2012-06-28,stem
43,mostly anything,60,palo alto,2012-06-30,stem
22,NA,66,san francisco,2012-06-14,other
29,mostly vegetarian,69,san francisco,2012-06-30,stem
34,mostly vegan,74,san francisco,2012-05-13,stem
32,anything,73,san francisco,2012-06-26,stem
29,mostly vegetarian,67,emeryville,2012-06-29,other
24,anything,73,berkeley,2012-06-22,other
61,mostly anything,70,mill valley,2012-06-28,other
20,NA,66,richmond,2011-07-21,other
41,NA,68,berkeley,2012-06-29,other
25,mostly anything,67,oakland,2012-06-29,other
29,NA,67,san francisco,2012-06-29,other
21,mostly anything,61,burlingame,2012-06-28,other
31,NA,66,oakland,2011-12-21,other
60,mostly anything,70,orinda,2012-06-30,other
25,anything,69,san francisco,2012-06-30,other
32,mostly anything,71,san francisco,2012-06-30,other
29,NA,72,san francisco,2012-03-20,stem
27,mostly anything,68,castro valley,2012-06-28,other
58,mostly anything,71,oakland,2012-06-26,other
36,NA,70,san francisco,2012-06-28,other
28,NA,68,belmont,2012-06-03,stem
32,NA,69,san francisco,2012-01-27,stem
34,anything,74,berkeley,2012-06-19,stem
28,other,70,san francisco,2012-06-29,other
49,NA,68,san mateo,2012-06-30,stem
23,mostly anything,60,san francisco,2012-06-27,other
35,mostly vegetarian,66,oakland,2012-06-30,other
46,mostly anything,71,oakland,2012-06-29,other
19,mostly anything,69,oakland,2012-06-30,other
25,mostly vegetarian,66,oakland,2012-06-27,other
32,mostly anything,70,san francisco,2011-12-11,other
35,mostly anything,75,emeryville,2012-06-27,other
30,mostly vegetarian,67,san francisco,2012-06-29,other
33,NA,74,berkeley,2012-06-29,other
32,mostly anything,64,mountain view,2012-05-30,other
37,anything,67,san francisco,2012-06-02,stem
44,NA,72,san francisco,2012-06-03,other
61,mostly anything,67,vallejo,2012-03-07,other
58,NA,71,san francisco,2012-06-24,other
31,strictly anything,71,san francisco,2012-06-29,other
33,NA,67,san francisco,2012-06-17,other
23,mostly anything,62,san francisco,2012-06-30,other
41,anything,69,san francisco,2011-07-12,other
31,anything,68,san francisco,2012-06-30,other
25,NA,72,san mateo,2012-06-30,other
43,NA,59,san francisco,2012-06-27,other
60,NA,63,san francisco,2012-06-28,other
35,NA,72,berkeley,2012-06-09,stem
47,strictly anything,70,san leandro,2012-06-27,other
26,strictly anything,70,san carlos,2012-06-29,other
52,mostly anything,72,oakland,2012-06-30,other
24,mostly anything,71,san francisco,2012-02-07,stem
39,vegetarian,72,berkeley,2012-06-30,other
33,mostly anything,72,san francisco,2012-02-07,stem
